local_time,elapsed_s,sample_source,phase,state,state_id,armed,altitude_setpoint_m,altitude_m,vertical_speed_m_s,roll_deg,pitch_deg,yaw_deg,joystick_throttle_pwm,output_throttle_pwm,output_correction_pwm,output_saturated,output_roll_pwm,output_pitch_pwm,output_yaw_pwm,TAKEOFF_ALT,TAKEOFF_RATE,ALT_KP,ALT_KI,ALT_KD,ALT_OUT_LIMIT,HOV_BASELINE
2026-08-06T15:54:19.356+03:00,0.103676,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.455+03:00,0.202437,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.517+03:00,0.264698,GLOBAL_POSITION_INT,Waiting for bt-app telemetry,,,0,,0.0,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.518+03:00,0.265028,RC_CHANNELS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.554+03:00,0.301119,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.657+03:00,0.404703,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.756+03:00,0.502917,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.854+03:00,0.601509,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:19.957+03:00,0.704595,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:20.014+03:00,0.761841,GLOBAL_POSITION_INT,Waiting for bt-app telemetry,IDLE,0,0,,0.0,0.0,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:54:20.015+03:00,0.762082,RC_CHANNELS,Waiting for bt-app telemetry,IDLE,0,0,,0.0,0.0,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
