sample_index,time_monotonic_ns,elapsed_s,end_reason,observed_frame_id,observed_timestamp_ns,observed_valid,observed_reason,observed_depth_m,observed_slant_range_m,observed_dx_norm,observed_dy_norm,observed_vx_m_s,observed_vy_m_s,control_frame_id,control_estimate_age_s,control_depth_m,control_slant_range_m,control_dx_norm,control_dy_norm,control_dx_deadbanded,control_dy_deadbanded,control_vx_m_s,control_vy_m_s,phase,result_valid,result_reason,exit_requested,completion_latched,pitch_command_deg,yaw_rate_dps,drone_vertical_speed_m_s,drone_vertical_speed_age_s,drone_vertical_speed_valid,throttle_visual_correction_rc,throttle_damping_correction_rc,throttle_correction_rc,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4,trk_pitch_deg,trk_pitch_rate_deg_s,trk_yaw_kp,trk_yaw_max_dps,trk_throttle_kp,trk_vertical_speed_kd,trk_throttle_max_rc,trk_deadband,trk_timeout_s,trk_lock_frames,trk_commit_depth_m,trk_commit_s,bf_angle_limit_deg,hover_baseline_rc,bf_yaw_rate_dps
185,332496066850552,3.7000041019637138,commit_complete,227856,11683867382729,True,,14.956521739130434,15.621868277836539,0.003125,-0.40208333333333335,4.787067851024629,-1.4436001488246144,227856,0.02876066998578608,14.956521739130434,15.621868277836539,0.003125,-0.40208333333333335,0.0,-0.3720833333333333,4.787067851024629,-1.4436001488246144,tracking,True,,False,False,-10.0,0.0,-0.24,0.02937836799537763,True,-37.20833333333333,4.8,-32.40833333333333,1500,1583,1638,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
186,332496086860248,3.7200137979816645,commit_complete,227857,11683900258671,True,,14.956521739130434,15.635426776233283,0.003125,-0.40625,4.782916635137639,-1.457294912268499,227857,0.015349828987382352,14.956521739130434,15.635426776233283,0.003125,-0.40625,0.0,-0.37625,4.782916635137639,-1.457294912268499,tracking,True,,False,False,-10.0,0.0,-0.24,0.0493880640133284,True,-37.625,4.8,-32.825,1500,1583,1637,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
187,332496106821537,3.7399750869954005,commit_complete,227858,11683933253751,True,,14.956521739130434,15.649113123511421,0.003125,-0.41041666666666665,4.778733571104114,-1.4709539273554848,227858,0.0017968070460483432,14.956521739130434,15.649113123511421,0.003125,-0.41041666666666665,0.0,-0.3804166666666666,4.778733571104114,-1.4709539273554848,tracking,True,,False,False,-10.0,0.0,-0.24,0.06934935302706435,True,-38.041666666666664,4.8,-33.24166666666667,1500,1583,1637,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
188,332496126845806,3.759999355999753,commit_complete,227858,11683933253751,True,,14.956521739130434,15.649113123511421,0.003125,-0.41041666666666665,4.778733571104114,-1.4709539273554848,227858,0.021821076050400734,14.956521739130434,15.649113123511421,0.003125,-0.41041666666666665,0.0,-0.3804166666666666,4.778733571104114,-1.4709539273554848,tracking,True,,False,False,-10.0,0.0,-0.24,0.08937362203141674,True,-38.041666666666664,4.8,-33.24166666666667,1500,1583,1637,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
189,332496146851979,3.780005528999027,commit_complete,227859,11683966327862,True,,14.956521739130434,15.656004135824222,0.003125,-0.4125,4.776630186028911,-1.4777699638026942,227859,0.008444481005426496,14.956521739130434,15.656004135824222,0.003125,-0.4125,0.0,-0.38249999999999995,4.776630186028911,-1.4777699638026942,tracking,True,,False,False,-10.0,0.0,-0.24,0.10937979503069073,True,-38.24999999999999,4.8,-33.449999999999996,1500,1583,1637,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
190,332496166847434,3.800000983988866,commit_complete,227859,11683966327862,True,,14.956521739130434,15.656004135824222,0.003125,-0.4125,4.776630186028911,-1.4777699638026942,227859,0.02843993599526584,14.956521739130434,15.656004135824222,0.003125,-0.4125,0.0,-0.38249999999999995,4.776630186028911,-1.4777699638026942,tracking,True,,False,False,-10.0,0.0,-0.24,0.12937525002053007,True,-38.24999999999999,4.8,-33.449999999999996,1500,1583,1637,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
191,332496186877465,3.8200310149695724,commit_complete,227860,11683999261810,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227860,0.014975096972193569,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,-0.24,0.1494052810012363,True,-38.458333333333336,4.8,-33.65833333333334,1500,1583,1637,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
192,332496206844830,3.839998379989993,commit_complete,227861,11684032670207,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227861,0.0015346820000559092,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.008307943004183471,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
193,332496226838332,3.859991881996393,commit_complete,227861,11684032670207,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227861,0.021528184006456286,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.028301445010583848,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
194,332496246880645,3.880034194968175,commit_complete,227862,11684065680184,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227862,0.008085323963314295,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.04834375798236579,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
195,332496266845317,3.8999988669529557,commit_complete,227862,11684065680184,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227862,0.028049995948094875,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.06830842996714637,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
196,332496286822924,3.91997647396056,commit_complete,227863,11684098680781,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227863,0.014617767999880016,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.08828603697475046,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
197,332496306841213,3.9399947630008683,commit_complete,227864,11684131818872,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227864,0.0011417940258979797,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.1083043260150589,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
198,332496326855916,3.960009465983603,commit_complete,227864,11684131818872,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227864,0.02115649700863287,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.1283190289977938,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
199,332496346869898,3.98002344800625,commit_complete,227865,11684165333399,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227865,0.0077338420087471604,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.03,0.1483330110204406,True,-38.458333333333336,-0.6,-39.05833333333334,1500,1583,1631,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
200,332496366861229,4.000014778983314,commit_complete,227865,11684165333399,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227865,0.027725172985810786,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.37,0.01700038998387754,True,-38.458333333333336,-7.4,-45.858333333333334,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
201,332496386856693,4.02001024299534,commit_complete,227866,11684198326972,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227866,0.014291352999862283,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.37,0.036995853995904326,True,-38.458333333333336,-7.4,-45.858333333333334,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
202,332496406834791,4.039988340984564,commit_complete,227867,11684232150613,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227867,0.0007647849852219224,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.37,0.056973951985128224,True,-38.458333333333336,-7.4,-45.858333333333334,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
203,332496426843961,4.059997510979883,commit_complete,227867,11684232150613,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227867,0.02077395498054102,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.37,0.07698312198044732,True,-38.458333333333336,-7.4,-45.858333333333334,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
204,332496446863473,4.080017022963148,commit_complete,227868,11684263881554,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227868,0.007405712967738509,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.37,0.09700263396371156,True,-38.458333333333336,-7.4,-45.858333333333334,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
205,332496466865640,4.100019189994782,commit_complete,227868,11684263881554,True,,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,4.774518947009591,-1.4845769850857948,227868,0.027407879999373108,14.956521739130434,15.662926984525905,0.003125,-0.41458333333333336,0.0,-0.3845833333333334,4.774518947009591,-1.4845769850857948,tracking,True,,False,False,-10.0,0.0,0.37,0.11700480099534616,True,-38.458333333333336,-7.4,-45.858333333333334,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
206,332496486854487,4.120008036959916,commit_complete,227869,11684296858619,True,,14.956521739130434,15.66988162742116,0.003125,-0.4166666666666667,4.77239989017515,-1.4913749656797337,227869,0.013906035979744047,14.956521739130434,15.66988162742116,0.003125,-0.4166666666666667,0.0,-0.3866666666666667,4.77239989017515,-1.4913749656797337,tracking,True,,False,False,-10.0,0.0,0.37,0.1369936479604803,True,-38.66666666666667,-7.4,-46.06666666666667,1500,1583,1624,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
207,332496506852365,4.1400059149600565,commit_complete,227870,11684329963746,True,,14.956521739130434,15.67686802219594,0.003125,-0.41875,4.770273051699105,-1.49816388029925,227870,0.00046120898332446814,14.956521739130434,15.67686802219594,0.003125,-0.41875,0.0,-0.38875000000000004,4.770273051699105,-1.49816388029925,tracking,True,,False,False,-10.0,0.0,0.54,0.019099398981779814,True,-38.87500000000001,-10.8,-49.67500000000001,1500,1583,1621,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
208,332496526847748,4.160001298005227,commit_complete,227870,11684329963746,True,,14.956521739130434,15.67686802219594,0.003125,-0.41875,4.770273051699105,-1.49816388029925,227870,0.020456592028494924,14.956521739130434,15.67686802219594,0.003125,-0.41875,0.0,-0.38875000000000004,4.770273051699105,-1.49816388029925,tracking,True,,False,False,-10.0,0.0,0.54,0.03909478202695027,True,-38.87500000000001,-10.8,-49.67500000000001,1500,1583,1621,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
209,332496546855432,4.180008981958963,commit_complete,227871,11684363447599,True,,14.956521739130434,15.683886126418573,0.003125,-0.42083333333333334,4.768138467798045,-1.504943703898758,227871,0.006996616953983903,14.956521739130434,15.683886126418573,0.003125,-0.42083333333333334,0.0,-0.39083333333333337,4.768138467798045,-1.504943703898758,tracking,True,,False,False,-10.0,0.0,0.54,0.05910246598068625,True,-39.083333333333336,-10.8,-49.88333333333334,1500,1583,1620,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
210,332496566853920,4.2000074699753895,commit_complete,227871,11684363447599,True,,14.956521739130434,15.683886126418573,0.003125,-0.42083333333333334,4.768138467798045,-1.504943703898758,227871,0.026995104970410466,14.956521739130434,15.683886126418573,0.003125,-0.42083333333333334,0.0,-0.39083333333333337,4.768138467798045,-1.504943703898758,tracking,True,,False,False,-10.0,0.0,0.54,0.07910095399711281,True,-39.083333333333336,-10.8,-49.88333333333334,1500,1583,1620,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
211,332496586844308,4.219997857988346,commit_complete,227872,11684396879783,True,,14.956521739130434,15.690935897540886,0.003125,-0.42291666666666666,4.765996174730159,-1.5117144116722223,227872,0.013540856016334146,14.956521739130434,15.690935897540886,0.003125,-0.42291666666666666,0.0,-0.3929166666666667,4.765996174730159,-1.5117144116722223,tracking,True,,False,False,-10.0,0.0,0.54,0.09909134201006964,True,-39.29166666666667,-10.8,-50.09166666666667,1500,1583,1620,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
212,332496606856967,4.240010516950861,commit_complete,227873,11684430015043,True,,14.956521739130434,15.705130269716081,0.003125,-0.4270833333333333,4.761688606325988,-1.5252283817137928,227873,7.510499563068151e-05,14.956521739130434,15.705130269716081,0.003125,-0.4270833333333333,0.0,-0.39708333333333334,4.761688606325988,-1.5252283817137928,tracking,True,,False,False,-10.0,0.0,0.54,0.11910400097258389,True,-39.708333333333336,-10.8,-50.50833333333334,1500,1583,1620,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
213,332496626841483,4.2599950329749845,commit_complete,227873,11684430015043,True,,14.956521739130434,15.705130269716081,0.003125,-0.4270833333333333,4.761688606325988,-1.5252283817137928,227873,0.02005962101975456,14.956521739130434,15.705130269716081,0.003125,-0.4270833333333333,0.0,-0.39708333333333334,4.761688606325988,-1.5252283817137928,tracking,True,,False,False,-10.0,0.0,0.54,0.13908851699670777,True,-39.708333333333336,-10.8,-50.50833333333334,1500,1583,1620,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
214,332496646851661,4.280005210952368,commit_complete,227874,11684461620047,True,,14.956521739130434,15.71227478510019,0.003125,-0.42916666666666664,4.759523403701059,-1.5319715955662783,227874,0.006634430959820747,14.956521739130434,15.71227478510019,0.003125,-0.42916666666666664,0.0,-0.39916666666666667,4.759523403701059,-1.5319715955662783,tracking,True,,False,False,-10.0,0.0,0.54,0.1590986949740909,True,-39.916666666666664,-10.8,-50.71666666666667,1500,1583,1619,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
215,332496666853846,4.3000073959701695,commit_complete,227874,11684461620047,True,,14.956521739130434,15.71227478510019,0.003125,-0.42916666666666664,4.759523403701059,-1.5319715955662783,227874,0.02663661597762257,14.956521739130434,15.71227478510019,0.003125,-0.42916666666666664,0.0,-0.39916666666666667,4.759523403701059,-1.5319715955662783,tracking,True,,False,False,-10.0,0.0,0.54,0.17910087999189273,True,-39.916666666666664,-10.8,-50.71666666666667,1500,1583,1619,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
216,332496686864703,4.320018252998125,commit_complete,227875,11684494544512,True,,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,4.755170343654741,-1.5454303616877907,227875,0.013194555998779833,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,0.0,-0.4033333333333333,4.755170343654741,-1.5454303616877907,tracking,True,,False,False,-10.0,0.0,0.64,0.018692693032789975,True,-40.33333333333333,-12.8,-53.133333333333326,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
217,332496706835811,4.339989361003973,commit_complete,227875,11684494544512,True,,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,4.755170343654741,-1.5454303616877907,227875,0.033165664004627615,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,0.0,-0.4033333333333333,4.755170343654741,-1.5454303616877907,tracking,True,,False,False,-10.0,0.0,0.64,0.03866380103863776,True,-40.33333333333333,-12.8,-53.133333333333326,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
218,332496726852692,4.3600062420009635,commit_complete,227876,11684527535780,True,,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,4.755170343654741,-1.5454303616877907,227876,0.01971106801647693,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,0.0,-0.4033333333333333,4.755170343654741,-1.5454303616877907,tracking,True,,False,False,-10.0,0.0,0.64,0.058680682035628706,True,-40.33333333333333,-12.8,-53.133333333333326,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
219,332496746868026,4.380021575954743,commit_complete,227877,11684560464336,True,,14.666666666666668,15.428976645017649,0.003125,-0.4354166666666667,4.752982559155356,-1.5521458669741708,227877,0.006272278958931565,14.666666666666668,15.428976645017649,0.003125,-0.4354166666666667,0.0,-0.40541666666666665,4.752982559155356,-1.5521458669741708,tracking,True,,False,False,-10.0,0.0,0.64,0.0786960159894079,True,-40.541666666666664,-12.8,-53.34166666666667,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
220,332496766850563,4.400004112976603,commit_complete,227877,11684560464336,True,,14.666666666666668,15.428976645017649,0.003125,-0.4354166666666667,4.752982559155356,-1.5521458669741708,227877,0.026254815980792046,14.666666666666668,15.428976645017649,0.003125,-0.4354166666666667,0.0,-0.40541666666666665,4.752982559155356,-1.5521458669741708,tracking,True,,False,False,-10.0,0.0,0.64,0.09867855301126838,True,-40.541666666666664,-12.8,-53.34166666666667,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
221,332496786864502,4.420018051983789,commit_complete,227878,11684593386801,True,,14.666666666666668,15.436105987442415,0.003125,-0.4375,4.750787320340006,-1.5588520894865645,227878,0.012765878986101598,14.666666666666668,15.436105987442415,0.003125,-0.4375,0.0,-0.4075,4.750787320340006,-1.5588520894865645,tracking,True,,False,False,-10.0,0.0,0.64,0.11869249201845378,True,-40.75,-12.8,-53.55,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
222,332496806843601,4.439997150970157,commit_complete,227878,11684593386801,True,,14.666666666666668,15.436105987442415,0.003125,-0.4375,4.750787320340006,-1.5588520894865645,227878,0.032744977972470224,14.666666666666668,15.436105987442415,0.003125,-0.4375,0.0,-0.4075,4.750787320340006,-1.5588520894865645,tracking,True,,False,False,-10.0,0.0,0.64,0.1386715910048224,True,-40.75,-12.8,-53.55,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
223,332496826846809,4.4600003589876,commit_complete,227879,11684626467915,True,,14.666666666666668,15.436105987442415,0.003125,-0.4375,4.750787320340006,-1.5588520894865645,227879,0.01925631402991712,14.666666666666668,15.436105987442415,0.003125,-0.4375,0.0,-0.4075,4.750787320340006,-1.5588520894865645,tracking,True,,False,False,-10.0,0.0,0.64,0.15867479902226478,True,-40.75,-12.8,-53.55,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
224,332496846834109,4.47998765896773,commit_complete,227880,11684659310095,True,,14.666666666666668,15.436105987442415,0.003125,-0.4375,4.750787320340006,-1.5588520894865645,227880,0.005739493004512042,14.666666666666668,15.436105987442415,0.003125,-0.4375,0.0,-0.4075,4.750787320340006,-1.5588520894865645,tracking,True,,False,False,-10.0,0.0,0.64,0.17866209900239483,True,-40.75,-12.8,-53.55,1500,1583,1617,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
225,332496866848144,4.500001693959348,commit_complete,227880,11684659310095,True,,14.666666666666668,15.436105987442415,0.003125,-0.4375,4.750787320340006,-1.5588520894865645,227880,0.025753527996130288,14.666666666666668,15.436105987442415,0.003125,-0.4375,0.0,-0.4075,4.750787320340006,-1.5588520894865645,tracking,True,,False,False,-10.0,0.0,0.59,0.01901940000243485,True,-40.75,-11.799999999999999,-52.55,1500,1583,1618,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
226,332496886853144,4.520006693957839,commit_complete,227881,11684693005526,True,,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,4.755170343654741,-1.5454303616877907,227881,0.012359155982267112,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,0.0,-0.4033333333333333,4.755170343654741,-1.5454303616877907,tracking,True,,False,False,-10.0,0.0,0.59,0.03902440000092611,True,-40.33333333333333,-11.799999999999999,-52.133333333333326,1500,1583,1618,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
227,332496906847213,4.5400007629650645,commit_complete,227881,11684693005526,True,,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,4.755170343654741,-1.5454303616877907,227881,0.032353224989492446,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,0.0,-0.4033333333333333,4.755170343654741,-1.5454303616877907,tracking,True,,False,False,-10.0,0.0,0.59,0.05901846900815144,True,-40.33333333333333,-11.799999999999999,-52.133333333333326,1500,1583,1618,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
228,332496926833869,4.559987418993842,commit_complete,227882,11684725414014,True,,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,4.755170343654741,-1.5454303616877907,227882,0.01886705501237884,14.666666666666668,15.42187806062111,0.003125,-0.43333333333333335,0.0,-0.4033333333333333,4.755170343654741,-1.5454303616877907,tracking,True,,False,False,-10.0,0.0,0.59,0.0790051250369288,True,-40.33333333333333,-11.799999999999999,-52.133333333333326,1500,1583,1618,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
229,332496946857863,4.580011412966996,commit_complete,227883,11684758541476,True,,14.666666666666668,15.407773335776545,0.003125,-0.42916666666666664,4.759523403701059,-1.531971595566278,227883,0.0054377950145863,14.666666666666668,15.407773335776545,0.003125,-0.42916666666666664,0.0,-0.39916666666666667,4.759523403701059,-1.531971595566278,tracking,True,,False,False,-10.0,0.0,0.59,0.09902911901008338,True,-39.916666666666664,-11.799999999999999,-51.71666666666666,1500,1583,1618,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
