sample_index,time_monotonic_ns,elapsed_s,end_reason,observed_frame_id,observed_timestamp_ns,observed_valid,observed_reason,observed_depth_m,observed_slant_range_m,observed_dx_norm,observed_dy_norm,observed_vx_m_s,observed_vy_m_s,control_frame_id,control_estimate_age_s,control_depth_m,control_slant_range_m,control_dx_norm,control_dy_norm,control_dx_deadbanded,control_dy_deadbanded,control_vx_m_s,control_vy_m_s,phase,result_valid,result_reason,exit_requested,completion_latched,pitch_command_deg,yaw_rate_dps,drone_vertical_speed_m_s,drone_vertical_speed_age_s,drone_vertical_speed_valid,throttle_visual_correction_rc,throttle_damping_correction_rc,throttle_correction_rc,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4,trk_pitch_deg,trk_pitch_rate_deg_s,trk_yaw_kp,trk_yaw_max_dps,trk_throttle_kp,trk_vertical_speed_kd,trk_throttle_max_rc,trk_deadband,trk_timeout_s,trk_lock_frames,trk_commit_depth_m,trk_commit_s,bf_angle_limit_deg,hover_baseline_rc,bf_yaw_rate_dps
525,332502867407435,10.500560985004995,commit_complete,228063,11690699765349,True,,9.444444444444445,9.691987686717965,0.01875,-0.30625,4.8731083755279005,-1.1192920800040644,228063,0.004327184055000544,9.444444444444445,9.691987686717965,0.01875,-0.30625,0.0,-0.27625,4.8731083755279005,-1.1192920800040644,tracking,True,,False,False,-10.0,0.0,-1.65,0.004242350056301802,True,-27.625,33.0,5.375,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
526,332502886877401,10.520030950952787,commit_complete,228063,11690699765349,True,,9.444444444444445,9.691987686717965,0.01875,-0.30625,4.8731083755279005,-1.1192920800040644,228063,0.023797150002792478,9.444444444444445,9.691987686717965,0.01875,-0.30625,0.0,-0.27625,4.8731083755279005,-1.1192920800040644,tracking,True,,False,False,-10.0,0.0,-1.65,0.023712316004093736,True,-27.625,33.0,5.375,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
527,332502906852148,10.54000569798518,commit_complete,228064,11690732306366,True,,9.444444444444445,9.691987686717965,0.01875,-0.30625,4.8731083755279005,-1.1192920800040644,228064,0.010353279998525977,9.444444444444445,9.691987686717965,0.01875,-0.30625,0.0,-0.27625,4.8731083755279005,-1.1192920800040644,tracking,True,,False,False,-10.0,0.0,-1.65,0.043687063036486506,True,-27.625,33.0,5.375,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
528,332502926834386,10.559987935994286,commit_complete,228064,11690732306366,True,,9.444444444444445,9.691987686717965,0.01875,-0.30625,4.8731083755279005,-1.1192920800040644,228064,0.030335518007632345,9.444444444444445,9.691987686717965,0.01875,-0.30625,0.0,-0.27625,4.8731083755279005,-1.1192920800040644,tracking,True,,False,False,-10.0,0.0,-1.65,0.06366930104559287,True,-27.625,33.0,5.375,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
529,332502946866986,10.580020535970107,commit_complete,228065,11690764812588,True,,9.324324324324325,9.562239522438754,0.01875,-0.3020833333333333,4.876411633660539,-1.104812010751216,228065,0.01692575798369944,9.324324324324325,9.562239522438754,0.01875,-0.3020833333333333,0.0,-0.27208333333333334,4.876411633660539,-1.104812010751216,tracking,True,,False,False,-10.0,0.0,-1.65,0.0837019010214135,True,-27.208333333333336,33.0,5.791666666666664,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
530,332502966837406,10.599990955961403,commit_complete,228066,11690798476741,True,,9.324324324324325,9.562239522438754,0.01875,-0.3020833333333333,4.876411633660539,-1.104812010751216,228066,0.0033782589598558843,9.324324324324325,9.562239522438754,0.01875,-0.3020833333333333,0.0,-0.27208333333333334,4.876411633660539,-1.104812010751216,tracking,True,,False,False,-10.0,0.0,-1.65,0.10367232101270929,True,-27.208333333333336,33.0,5.791666666666664,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
531,332502986861131,10.620014680956956,commit_complete,228066,11690798476741,True,,9.324324324324325,9.562239522438754,0.01875,-0.3020833333333333,4.876411633660539,-1.104812010751216,228066,0.023401983955409378,9.324324324324325,9.562239522438754,0.01875,-0.3020833333333333,0.0,-0.27208333333333334,4.876411633660539,-1.104812010751216,tracking,True,,False,False,-10.0,0.0,-1.65,0.12369604600826278,True,-27.208333333333336,33.0,5.791666666666664,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
532,332503006853352,10.640006901987363,commit_complete,228067,11690831164395,True,,9.324324324324325,9.559031363450133,0.01875,-0.3,4.878048780487805,-1.0975609756097557,228067,0.00992445700103417,9.324324324324325,9.559031363450133,0.01875,-0.3,0.0,-0.27,4.878048780487805,-1.0975609756097557,tracking,True,,False,False,-10.0,0.0,-1.7,0.002513058017939329,True,-27.0,34.0,7.0,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
533,332503026841592,10.659995141963009,commit_complete,228067,11690831164395,True,,9.324324324324325,9.559031363450133,0.01875,-0.3,4.878048780487805,-1.0975609756097557,228067,0.02991269697668031,9.324324324324325,9.559031363450133,0.01875,-0.3,0.0,-0.27,4.878048780487805,-1.0975609756097557,tracking,True,,False,False,-10.0,0.0,-1.7,0.022501297993585467,True,-27.0,34.0,7.0,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
534,332503046847276,10.680000825959723,commit_complete,228068,11690863899351,True,,9.324324324324325,9.555844340341768,0.01875,-0.29791666666666666,4.879676230499169,-1.090302657752158,228068,0.016502918966580182,9.324324324324325,9.555844340341768,0.01875,-0.29791666666666666,0.0,-0.2679166666666667,4.879676230499169,-1.090302657752158,tracking,True,,False,False,-10.0,0.0,-1.7,0.04250698199030012,True,-26.791666666666668,34.0,7.208333333333332,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
535,332503066841088,10.699994637980126,commit_complete,228069,11690897282687,True,,9.324324324324325,9.555588888303303,0.0171875,-0.29791666666666666,4.879676230499169,-1.090302657752158,228069,0.0030156709835864604,9.324324324324325,9.555588888303303,0.0171875,-0.29791666666666666,0.0,-0.2679166666666667,4.879676230499169,-1.090302657752158,tracking,True,,False,False,-10.0,0.0,-1.7,0.06250079401070252,True,-26.791666666666668,34.0,7.208333333333332,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
536,332503086862647,10.720016196952201,commit_complete,228069,11690897282687,True,,9.324324324324325,9.555588888303303,0.0171875,-0.29791666666666666,4.879676230499169,-1.090302657752158,228069,0.023037229955662042,9.324324324324325,9.555588888303303,0.0171875,-0.29791666666666666,0.0,-0.2679166666666667,4.879676230499169,-1.090302657752158,tracking,True,,False,False,-10.0,0.0,-1.7,0.0825223529827781,True,-26.791666666666668,34.0,7.208333333333332,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
537,332503106850101,10.740003650949802,commit_complete,228070,11690930790343,True,,9.210526315789473,9.436093534841488,0.01875,-0.29583333333333334,4.881293952363416,-1.083037095680633,228070,0.009622590965591371,9.210526315789473,9.436093534841488,0.01875,-0.29583333333333334,0.0,-0.26583333333333337,4.881293952363416,-1.083037095680633,tracking,True,,False,False,-10.0,0.0,-1.7,0.10250980698037893,True,-26.583333333333336,34.0,7.416666666666664,1500,1583,1678,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
538,332503126872394,10.76002594397869,commit_complete,228070,11690930790343,True,,9.210526315789473,9.436093534841488,0.01875,-0.29583333333333334,4.881293952363416,-1.083037095680633,228070,0.029644883994478732,9.210526315789473,9.436093534841488,0.01875,-0.29583333333333334,0.0,-0.26583333333333337,4.881293952363416,-1.083037095680633,tracking,True,,False,False,-10.0,0.0,-1.7,0.12253210000926629,True,-26.583333333333336,34.0,7.416666666666664,1500,1583,1678,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
539,332503146873991,10.7800275409827,commit_complete,228071,11690964081188,True,,9.172809172809174,9.397452693175474,0.01875,-0.29583333333333334,4.881293952363416,-1.0830370956806328,228071,0.016144922003149986,9.172809172809174,9.397452693175474,0.01875,-0.29583333333333334,0.0,-0.26583333333333337,4.881293952363416,-1.0830370956806328,tracking,True,,False,False,-10.0,0.0,-1.65,0.0014797429903410375,True,-26.583333333333336,33.0,6.416666666666664,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
540,332503166843234,10.799996783956885,commit_complete,228072,11690997545692,True,,8.91640866873065,9.134772900955795,0.01875,-0.29583333333333334,4.881293952363416,-1.083037095680633,228072,0.0026736289728432894,8.91640866873065,9.134772900955795,0.01875,-0.29583333333333334,0.0,-0.26583333333333337,4.881293952363416,-1.083037095680633,tracking,True,,False,False,-9.999764049396378,0.0,-1.65,0.02144898596452549,True,-26.583333333333336,33.0,6.416666666666664,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
541,332503186879126,10.820032675983384,commit_complete,228072,11690997545692,True,,8.91640866873065,9.134772900955795,0.01875,-0.29583333333333334,4.881293952363416,-1.083037095680633,228072,0.022709520999342203,8.91640866873065,9.134772900955795,0.01875,-0.29583333333333334,0.0,-0.26583333333333337,4.881293952363416,-1.083037095680633,tracking,True,,False,False,-9.999764049396378,0.0,-1.65,0.041484877991024405,True,-26.583333333333336,33.0,6.416666666666664,1500,1583,1677,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
542,332503206855115,10.840008664992638,commit_complete,228073,11691030855807,True,,8.91640866873065,9.137800268379044,0.01875,-0.29791666666666666,4.879676230499169,-1.090302657752158,228073,0.009244411019608378,8.91640866873065,9.137800268379044,0.01875,-0.29791666666666666,0.0,-0.2679166666666667,4.879676230499169,-1.090302657752158,tracking,True,,False,False,-9.999764049396378,0.0,-1.65,0.061460867000278085,True,-26.791666666666668,33.0,6.208333333333332,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
543,332503226839168,10.85999271797482,commit_complete,228073,11691030855807,True,,8.91640866873065,9.137800268379044,0.01875,-0.29791666666666666,4.879676230499169,-1.090302657752158,228073,0.02922846400178969,8.91640866873065,9.137800268379044,0.01875,-0.29791666666666666,0.0,-0.2679166666666667,4.879676230499169,-1.090302657752158,tracking,True,,False,False,-9.999764049396378,0.0,-1.65,0.0814449199824594,True,-26.791666666666668,33.0,6.208333333333332,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
544,332503246810609,10.879964158986695,commit_complete,228074,11691062799127,True,,8.91640866873065,9.140847867270123,0.01875,-0.3,4.878048780487805,-1.097560975609756,228074,0.015694961010012776,8.91640866873065,9.140847867270123,0.01875,-0.3,0.0,-0.27,4.878048780487805,-1.097560975609756,tracking,True,,False,False,-9.999764049396378,0.0,-1.65,0.10141636099433526,True,-27.0,33.0,6.0,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
545,332503266869300,10.900022849964444,commit_complete,228075,11691094450542,True,,8.91640866873065,9.140847867270123,0.01875,-0.3,4.878048780487805,-1.097560975609756,228075,0.0023616119869984686,8.91640866873065,9.140847867270123,0.01875,-0.3,0.0,-0.27,4.878048780487805,-1.097560975609756,tracking,True,,False,False,-9.999764049396378,0.0,-1.65,0.12147505197208375,True,-27.0,33.0,6.0,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
546,332503286896069,10.920049618987832,commit_complete,228075,11691094450542,True,,8.91640866873065,9.140847867270123,0.01875,-0.3,4.878048780487805,-1.097560975609756,228075,0.022388381010387093,8.91640866873065,9.140847867270123,0.01875,-0.3,0.0,-0.27,4.878048780487805,-1.097560975609756,tracking,True,,False,False,-9.999764049396378,0.0,-1.55,0.010342844005208462,True,-27.0,31.0,4.0,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
547,332503306840208,10.939993757987395,commit_complete,228076,11691127386783,True,,8.91640866873065,9.14391567740004,0.01875,-0.3020833333333333,4.87641163366054,-1.1048120107512158,228076,0.0088340780348517,8.91640866873065,9.14391567740004,0.01875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.1048120107512158,tracking,True,,False,False,-9.999764049396378,0.0,-1.55,0.030286983004771173,True,-27.208333333333336,31.0,3.7916666666666643,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
548,332503326843857,10.959997406986076,commit_complete,228076,11691127386783,True,,8.91640866873065,9.14391567740004,0.01875,-0.3020833333333333,4.87641163366054,-1.1048120107512158,228076,0.028837727033533156,8.91640866873065,9.14391567740004,0.01875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.1048120107512158,tracking,True,,False,False,-9.999764049396378,0.0,-1.55,0.05029063200345263,True,-27.208333333333336,31.0,3.7916666666666643,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
549,332503346878465,10.980032014951576,commit_complete,228077,11691160405294,True,,8.80844645550528,9.033460870090487,0.0203125,-0.3020833333333333,4.876411633660539,-1.104812010751216,228077,0.015448042948264629,8.80844645550528,9.033460870090487,0.0203125,-0.3020833333333333,0.0,-0.27208333333333334,4.876411633660539,-1.104812010751216,tracking,True,,False,False,-9.998668480232526,0.0,-1.55,0.07032523996895179,True,-27.208333333333336,31.0,3.7916666666666643,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
550,332503366855545,11.000009095005225,commit_complete,228078,11691193395809,True,,8.80844645550528,9.03958184024116,0.0203125,-0.30625,4.8731083755279005,-1.1192920800040647,228078,0.0019243080168962479,8.80844645550528,9.03958184024116,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279005,-1.1192920800040647,tracking,True,,False,False,-9.998668480232526,0.0,-1.55,0.09030232002260163,True,-27.625,31.0,3.375,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
551,332503386878865,11.020032414991874,commit_complete,228078,11691193395809,True,,8.80844645550528,9.03958184024116,0.0203125,-0.30625,4.8731083755279005,-1.1192920800040647,228078,0.021947628003545105,8.80844645550528,9.03958184024116,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279005,-1.1192920800040647,tracking,True,,False,False,-9.998668480232526,0.0,-1.55,0.11032564000925049,True,-27.625,31.0,3.375,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
552,332503406857575,11.040011124976445,commit_complete,228079,11691226230175,True,,8.673992673992673,8.90159996479325,0.0203125,-0.30625,4.8731083755279,-1.1192920800040647,228079,0.008522016985807568,8.673992673992673,8.90159996479325,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279,-1.1192920800040647,tracking,True,,False,False,-9.995161768694315,0.0,-1.55,0.13030434999382123,True,-27.625,31.0,3.375,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
553,332503426841816,11.059995365969371,commit_complete,228079,11691226230175,True,,8.673992673992673,8.90159996479325,0.0203125,-0.30625,4.8731083755279,-1.1192920800040647,228079,0.02850625797873363,8.673992673992673,8.90159996479325,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279,-1.1192920800040647,tracking,True,,False,False,-9.995161768694315,0.0,-1.55,0.1502885909867473,True,-27.625,31.0,3.375,1500,1583,1674,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
554,332503446846466,11.080000015965197,commit_complete,228080,11691259329174,True,,8.673992673992673,8.90159996479325,0.0203125,-0.30625,4.8731083755279,-1.1192920800040647,228080,0.015073722985107452,8.673992673992673,8.90159996479325,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279,-1.1192920800040647,tracking,True,,False,False,-9.995161768694315,0.0,-1.43,0.019115965988021344,True,-27.625,28.599999999999998,0.9749999999999979,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
555,332503466841709,11.099995258962736,commit_complete,228081,11691292297889,True,,8.673992673992673,8.90159996479325,0.0203125,-0.30625,4.8731083755279,-1.1192920800040647,228081,0.0016244289581663907,8.673992673992673,8.90159996479325,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279,-1.1192920800040647,tracking,True,,False,False,-9.995161768694315,0.0,-1.43,0.03911120898555964,True,-27.625,28.599999999999998,0.9749999999999979,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
556,332503486863736,11.120017285982613,commit_complete,228081,11691292297889,True,,8.673992673992673,8.90159996479325,0.0203125,-0.30625,4.8731083755279,-1.1192920800040647,228081,0.021646455978043377,8.673992673992673,8.90159996479325,0.0203125,-0.30625,0.0,-0.27625,4.8731083755279,-1.1192920800040647,tracking,True,,False,False,-9.995161768694315,0.0,-1.43,0.05913323600543663,True,-27.625,28.599999999999998,0.9749999999999979,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
557,332503506858492,11.140012041956652,commit_complete,228082,11691325438033,True,,8.673992673992673,8.898576384755092,0.0203125,-0.30416666666666664,4.874764821477847,-1.112055724899634,228082,0.008196807990316302,8.673992673992673,8.898576384755092,0.0203125,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.995161768694315,0.0,-1.43,0.07912799197947606,True,-27.416666666666668,28.599999999999998,1.18333333333333,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
558,332503526851575,11.160005124984309,commit_complete,228082,11691325438033,True,,8.673992673992673,8.898576384755092,0.0203125,-0.30416666666666664,4.874764821477847,-1.112055724899634,228082,0.028189891017973423,8.673992673992673,8.898576384755092,0.0203125,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.995161768694315,0.0,-1.43,0.09912107500713319,True,-27.416666666666668,28.599999999999998,1.18333333333333,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
559,332503546874688,11.180028237984516,commit_complete,228083,11691358255373,True,,8.673992673992673,8.898576384755092,0.0203125,-0.30416666666666664,4.874764821477847,-1.112055724899634,228083,0.014757352008018643,8.673992673992673,8.898576384755092,0.0203125,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.995161768694315,0.0,-1.43,0.11914418800733984,True,-27.416666666666668,28.599999999999998,1.18333333333333,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
560,332503566844349,11.19999789900612,commit_complete,228084,11691391315972,True,,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,4.874764821477847,-1.112055724899634,228084,0.001323854026850313,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.990264066997122,0.0,-1.43,0.13911384902894497,True,-27.416666666666668,28.599999999999998,1.18333333333333,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
561,332503586844481,11.219998030981515,commit_complete,228084,11691391315972,True,,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,4.874764821477847,-1.112055724899634,228084,0.021323986002244055,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.990264066997122,0.0,-1.28,0.01774796302197501,True,-27.416666666666668,25.6,-1.8166666666666664,1500,1583,1668,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
562,332503606867860,11.240021409990732,commit_complete,228085,11691424417590,True,,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,4.874764821477847,-1.112055724899634,228085,0.007824583037290722,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.990264066997122,0.0,-1.28,0.037771342031192034,True,-27.416666666666668,25.6,-1.8166666666666664,1500,1583,1668,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
563,332503626866075,11.26001962495502,commit_complete,228085,11691424417590,True,,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,4.874764821477847,-1.112055724899634,228085,0.02782279800157994,8.571428571428571,8.793632102904038,0.021875,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477847,-1.112055724899634,tracking,True,,False,False,-9.990264066997122,0.0,-1.28,0.05776955699548125,True,-27.416666666666668,25.6,-1.8166666666666664,1500,1583,1668,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
564,332503646848437,11.280001987004653,commit_complete,228086,11691457356235,True,,8.444444444444445,8.66043170153454,0.021875,-0.3020833333333333,4.87641163366054,-1.1048120107512163,228086,0.014398889034055173,8.444444444444445,8.66043170153454,0.021875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.1048120107512163,tracking,True,,False,False,-9.980825546191097,0.0,-1.28,0.07775191904511303,True,-27.208333333333336,25.6,-1.6083333333333343,1500,1583,1669,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
565,332503666859218,11.300012767955195,commit_complete,228087,11691490323152,True,,8.444444444444445,8.66043170153454,0.021875,-0.3020833333333333,4.87641163366054,-1.1048120107512163,228087,0.0009138339664787054,8.444444444444445,8.66043170153454,0.021875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.1048120107512163,tracking,True,,False,False,-9.980825546191097,0.0,-1.28,0.09776269999565557,True,-27.208333333333336,25.6,-1.6083333333333343,1500,1583,1669,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
566,332503686882883,11.320036432996858,commit_complete,228087,11691490323152,True,,8.444444444444445,8.66043170153454,0.021875,-0.3020833333333333,4.87641163366054,-1.1048120107512163,228087,0.020937499008141458,8.444444444444445,8.66043170153454,0.021875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.1048120107512163,tracking,True,,False,False,-9.980825546191097,0.0,-1.28,0.11778636503731832,True,-27.208333333333336,25.6,-1.6083333333333343,1500,1583,1669,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
567,332503706875212,11.340028762002476,commit_complete,228088,11691523393119,True,,8.346883468834688,8.560375366086772,0.021875,-0.3020833333333333,4.87641163366054,-1.104812010751216,228088,0.007582127000205219,8.346883468834688,8.560375366086772,0.021875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.104812010751216,tracking,True,,False,False,-9.970610483188603,0.0,-1.28,0.13777869404293597,True,-27.208333333333336,25.6,-1.6083333333333343,1500,1583,1669,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
568,332503726839786,11.359993335965555,commit_complete,228088,11691523393119,True,,8.346883468834688,8.560375366086772,0.021875,-0.3020833333333333,4.87641163366054,-1.104812010751216,228088,0.02754670096328482,8.346883468834688,8.560375366086772,0.021875,-0.3020833333333333,0.0,-0.27208333333333334,4.87641163366054,-1.104812010751216,tracking,True,,False,False,-9.970610483188603,0.0,-1.28,0.15774326800601557,True,-27.208333333333336,25.6,-1.6083333333333343,1500,1583,1669,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
569,332503746881968,11.3800355179701,commit_complete,228089,11691556615968,True,,8.346883468834688,8.563265950253435,0.021875,-0.30416666666666664,4.874764821477848,-1.1120557248996341,228089,0.014146531990263611,8.346883468834688,8.563265950253435,0.021875,-0.30416666666666664,0.0,-0.27416666666666667,4.874764821477848,-1.1120557248996341,tracking,True,,False,False,-9.970610483188603,0.0,-1.28,0.17778545001056045,True,-27.416666666666668,25.6,-1.8166666666666664,1500,1583,1668,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
