local_time,elapsed_s,sample_source,phase,state,state_id,armed,altitude_setpoint_m,altitude_m,vertical_speed_m_s,roll_deg,pitch_deg,yaw_deg,joystick_throttle_pwm,output_throttle_pwm,output_correction_pwm,output_saturated,output_roll_pwm,output_pitch_pwm,output_yaw_pwm,TAKEOFF_ALT,TAKEOFF_RATE,ALT_KP,ALT_KI,ALT_KD,ALT_OUT_LIMIT,HOV_BASELINE
2026-08-06T15:47:51.377+03:00,0.021658,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.480+03:00,0.124544,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.578+03:00,0.222345,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.681+03:00,0.325566,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.779+03:00,0.423649,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.846+03:00,0.490692,GLOBAL_POSITION_INT,Waiting for bt-app telemetry,,,0,,0.0,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.846+03:00,0.490994,RC_CHANNELS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.0000053531431,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.877+03:00,0.522103,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.0000053531431,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:51.981+03:00,0.625350,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.0000053531431,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:47:52.079+03:00,0.723490,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,0.0,,0.0,0.0,356.0000053531431,1000,1000,,0,1500,1500,1500,,,,,,,
