time_monotonic_ns,glide_phase,frame_id,control_valid,reason,abort_reason,dx_norm,dy_norm,vx_setpoint_m_s,vx_measured_m_s,vy_setpoint_m_s,vy_measured_m_s,altitude_m,distance_to_target_m,roll_deg,pitch_deg,yaw_deg,throttle_rc
1137568869025316,track,335708,True,,,-0.0234375,-0.23333333333333334,1.5833683921078998,6.469987459313691e-10,-0.5280939968378298,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137568889054291,track,335709,True,,,-0.0234375,-0.22916666666666666,1.5928943226574108,4.2054918485538996e-10,-0.5179490978653318,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137568908993259,track,335709,True,,,-0.0234375,-0.22916666666666666,1.5928943226574108,4.2054918485538996e-10,-0.5179490978653318,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137568929335721,track,335710,True,,,-0.0234375,-0.22916666666666666,1.5928943226574108,2.733569701560035e-10,-0.5179490978653318,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137568949031051,track,335710,True,,,-0.0234375,-0.22916666666666666,1.5928943226574108,2.733569701560035e-10,-0.5179490978653318,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137568968983553,track,335711,True,,,-0.0234375,-0.22916666666666666,1.5928943226574108,1.7768203060140228e-10,-0.5179490978653318,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137568988994432,track,335712,True,,,-0.0234375,-0.23333333333333334,1.5833683921078998,1.1549331989091148e-10,-0.5280939968378298,-0.57,2.76,9.411764705882353,0.0,0.8,340.0,1660
1137569008978718,track,335712,True,,,-0.0234375,-0.23333333333333334,1.5833683921078998,1.1549331989091148e-10,-0.5280939968378298,-0.52,2.73,9.411764705882353,0.0,0.8,340.0,1660
1137569029013719,track,335713,True,,,-0.021875,-0.23333333333333334,1.583684869723782,7.507065792909246e-11,-0.5280939968378298,-0.52,2.73,9.411764705882353,0.0,0.8,340.0,1660
1137569049062292,track,335714,True,,,-0.0234375,-0.2375,1.5738364665368956,4.87959276539101e-11,-0.5382293868535638,-0.52,2.73,9.411764705882353,0.0,0.8,340.0,1660
1137569068971874,track,335714,True,,,-0.0234375,-0.2375,1.5738364665368956,4.87959276539101e-11,-0.5382293868535638,-0.52,2.73,9.411764705882353,0.0,0.8,340.0,1660
1137569089004997,track,335715,True,,,-0.0234375,-0.24166666666666667,1.564298920560055,3.171735297504156e-11,-0.5483551239690928,-0.52,2.73,9.411764705882353,0.0,0.8,340.0,1660
1137569109025943,track,335715,True,,,-0.0234375,-0.24166666666666667,1.564298920560055,3.171735297504156e-11,-0.5483551239690928,-0.53,2.7,9.411764705882353,0.0,0.8,340.0,1660
1137569129016161,track,335716,True,,,-0.021875,-0.24583333333333332,1.5550561575738706,2.0616279433777016e-11,-0.5584710655130991,-0.53,2.7,9.411764705882353,0.0,0.8,340.0,1660
1137569148985610,track,335717,True,,,-0.021875,-0.24791666666666667,1.5502803193560846,1.340058163195506e-11,-0.5635253187122893,-0.53,2.7,9.411764705882353,0.0,0.8,340.0,1660
1137569168957641,track,335717,True,,,-0.021875,-0.24791666666666667,1.5502803193560846,1.340058163195506e-11,-0.5635253187122893,-0.53,2.7,9.411764705882353,0.0,0.8,340.0,1660
1137569189007056,track,335718,True,,,-0.021875,-0.25,1.5455033457804874,8.71037806077079e-12,-0.5685770701003707,-0.53,2.7,9.411764705882353,0.0,0.9,340.0,1660
1137569208963219,track,335718,True,,,-0.021875,-0.25,1.5455033457804874,8.71037806077079e-12,-0.5685770701003707,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569228997888,track,335719,True,,,-0.021875,-0.25,1.5455033457804874,5.6617457395010135e-12,-0.5685770701003707,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569248976259,track,335720,True,,,-0.021875,-0.24583333333333332,1.5550561575738706,3.680134730675659e-12,-0.5584710655130991,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569269021762,track,335720,True,,,-0.021875,-0.24583333333333332,1.5550561575738706,3.680134730675659e-12,-0.5584710655130991,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569289065814,track,335721,True,,,-0.021875,-0.24375,1.5598308166199268,2.3920875749391788e-12,-0.5534143280544165,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569309059979,track,335721,True,,,-0.021875,-0.24375,1.5598308166199268,2.3920875749391788e-12,-0.5534143280544165,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569329064815,track,335722,True,,,-0.021875,-0.23958333333333334,1.5693764204662044,1.5548569237104662e-12,-0.5432934709707924,-0.51,2.68,9.411764705882353,0.0,0.9,340.0,1659
1137569349032813,track,335723,True,,,-0.021875,-0.23541666666666666,1.578916774347112,1.010657000411803e-12,-0.5331628894914064,-0.47,2.66,9.142857142857142,0.0,0.9,340.0,1659
1137569368990155,track,335723,True,,,-0.021875,-0.23541666666666666,1.578916774347112,1.010657000411803e-12,-0.5331628894914064,-0.47,2.66,9.142857142857142,0.0,0.9,340.0,1659
1137569389047393,track,335724,True,,,-0.0203125,-0.23125,1.5887490644526048,6.56927050267672e-13,-0.5230227269254091,-0.47,2.66,9.142857142857142,0.0,0.9,340.0,1659
1137569409065886,track,335724,True,,,-0.0203125,-0.23125,1.5887490644526048,6.56927050267672e-13,-0.5230227269254091,-0.47,2.66,9.142857142857142,0.0,0.9,340.0,1659
1137569428990265,track,335725,True,,,-0.0203125,-0.22708333333333333,1.5982833990231757,4.270025826739868e-13,-0.5128731278469427,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569449009141,track,335726,True,,,-0.0203125,-0.225,1.603048283200904,2.775516787380914e-13,-0.5077948351372785,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569468973978,track,335726,True,,,-0.0203125,-0.225,1.603048283200904,2.775516787380914e-13,-0.5077948351372785,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569488989221,track,335727,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,1.8040859117975943e-13,-0.5027142380806003,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569509109153,track,335728,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,1.1726558426684363e-13,-0.5027142380806003,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569528972266,track,335728,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,1.1726558426684363e-13,-0.5027142380806003,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569549016260,track,335729,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,7.622262977344836e-14,-0.5027142380806003,-0.48,2.63,9.142857142857142,0.0,0.9,340.0,1660
1137569568975593,track,335729,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,7.622262977344836e-14,-0.5027142380806003,-0.49,2.6,9.142857142857142,0.0,0.9,340.0,1660
1137569588990785,track,335730,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,4.954470935274143e-14,-0.5027142380806003,-0.49,2.6,9.142857142857142,0.0,0.9,340.0,1660
1137569609021780,track,335731,True,,,-0.0203125,-0.22708333333333333,1.5982833990231757,3.2204061079281933e-14,-0.5128731278469427,-0.49,2.6,9.142857142857142,0.0,0.9,340.0,1660
1137569628999201,track,335731,True,,,-0.0203125,-0.22708333333333333,1.5982833990231757,3.2204061079281933e-14,-0.5128731278469427,-0.49,2.6,9.142857142857142,0.0,0.9,340.0,1660
1137569649013104,track,335732,True,,,-0.0203125,-0.23125,1.5887490644526048,2.093263970153326e-14,-0.5230227269254091,-0.49,2.6,9.142857142857142,0.0,0.9,340.0,1660
1137569668969711,track,335732,True,,,-0.0203125,-0.23125,1.5887490644526048,2.093263970153326e-14,-0.5230227269254091,-0.46,2.58,9.142857142857142,0.0,0.9,340.0,1659
1137569689025092,track,335733,True,,,-0.01875,-0.23125,1.5890247340842125,1.3606215805996619e-14,-0.5230227269254091,-0.46,2.58,9.142857142857142,0.0,0.9,340.0,1659
1137569709025275,track,335734,True,,,-0.0203125,-0.23541666666666666,1.5792089432290681,8.844040273897803e-15,-0.5331628894914064,-0.46,2.58,9.142857142857142,0.0,0.9,340.0,1659
1137569728947793,track,335734,True,,,-0.0203125,-0.23541666666666666,1.5792089432290681,8.844040273897803e-15,-0.5331628894914064,-0.46,2.58,9.142857142857142,0.0,1.1,340.0,1659
1137569748988054,track,335735,True,,,-0.01875,-0.23541666666666666,1.5794796237896533,5.748626178033572e-15,-0.5331628894914064,-0.46,2.58,9.142857142857142,0.0,1.1,340.0,1659
1137569769008036,track,335735,True,,,-0.01875,-0.23541666666666666,1.5794796237896533,5.748626178033572e-15,-0.5331628894914064,-0.46,2.54,9.142857142857142,0.0,1.1,340.0,1659
1137569788976921,track,335736,True,,,-0.0203125,-0.23958333333333334,1.5696633927615318,3.736607015721822e-15,-0.5432934709707924,-0.46,2.54,9.142857142857142,0.0,1.1,340.0,1659
1137569809088002,track,335737,True,,,-0.0203125,-0.2375,1.5744368245074623,2.4287945602191847e-15,-0.5382293868535638,-0.46,2.54,9.142857142857142,0.0,1.1,340.0,1659
1137569829036506,track,335737,True,,,-0.0203125,-0.2375,1.5744368245074623,2.4287945602191847e-15,-0.5382293868535638,-0.46,2.54,9.142857142857142,0.0,1.1,340.0,1659
1137569848999430,track,335738,True,,,-0.0203125,-0.23541666666666666,1.5792089432290681,1.5787164641424701e-15,-0.5331628894914064,-0.46,2.54,9.142857142857142,0.0,1.1,340.0,1659
1137569869041066,track,335738,True,,,-0.0203125,-0.23541666666666666,1.5792089432290681,1.5787164641424701e-15,-0.5331628894914064,-0.47,2.52,9.142857142857142,0.0,1.1,340.0,1659
1137569889051089,track,335739,True,,,-0.0203125,-0.23333333333333334,1.5839797047159334,1.0261657016926056e-15,-0.5280939968378299,-0.47,2.52,9.142857142857142,0.0,1.1,340.0,1659
1137569909012325,track,335740,True,,,-0.0203125,-0.23125,1.5887490644526048,6.670077061001937e-16,-0.5230227269254091,-0.47,2.52,9.142857142857142,0.0,1.1,340.0,1659
1137569928982437,track,335740,True,,,-0.0203125,-0.23125,1.5887490644526048,6.670077061001937e-16,-0.5230227269254091,-0.47,2.52,9.142857142857142,0.0,1.1,340.0,1659
1137569948977516,track,335741,True,,,-0.0203125,-0.22708333333333333,1.5982833990231757,4.335550089651259e-16,-0.5128731278469427,-0.47,2.52,9.142857142857142,0.0,1.1,340.0,1659
1137569968992081,track,335741,True,,,-0.0203125,-0.22708333333333333,1.5982833990231757,4.335550089651259e-16,-0.5128731278469427,-0.47,2.52,9.142857142857142,0.0,1.1,340.0,1659
1137569989015395,track,335742,True,,,-0.0203125,-0.22291666666666668,1.6078115842911829,2.818107558273319e-16,-0.5027142380806003,-0.46,2.51,9.142857142857142,0.0,1.1,340.0,1660
1137570009027085,track,335743,True,,,-0.0203125,-0.21875,1.6173332519670782,1.8317699128776573e-16,-0.49254620468651394,-0.46,2.51,9.142857142857142,0.0,1.1,340.0,1660
1137570028989552,track,335743,True,,,-0.0203125,-0.21875,1.6173332519670782,1.8317699128776573e-16,-0.49254620468651394,-0.46,2.51,9.142857142857142,0.0,1.1,340.0,1660
1137570048995684,track,335744,True,,,-0.0203125,-0.21666666666666667,1.6220915249658598,1.1906504433704774e-16,-0.48745880541944814,-0.46,2.51,9.142857142857142,0.0,1.1,340.0,1660
1137570068998712,track,335744,True,,,-0.0203125,-0.21666666666666667,1.6220915249658598,1.1906504433704774e-16,-0.48745880541944814,-0.43,2.49,9.142857142857142,0.0,1.1,340.0,1659
1137570088973821,track,335745,True,,,-0.0203125,-0.21458333333333332,1.6268480276719328,7.739227881908104e-17,-0.482369175945076,-0.43,2.49,9.142857142857142,0.0,1.1,340.0,1659
1137570108994407,track,335746,True,,,-0.0203125,-0.2125,1.6316027122534036,5.030498123240268e-17,-0.47727733498654595,-0.43,2.49,9.142857142857142,0.0,1.1,340.0,1659
1137570128981570,track,335746,True,,,-0.0203125,-0.2125,1.6316027122534036,5.030498123240268e-17,-0.47727733498654595,-0.43,2.49,9.142857142857142,0.0,1.1,340.0,1659
1137570149006836,track,335747,True,,,-0.021875,-0.2125,1.6312784187658427,3.269823780106174e-17,-0.47727733498654595,-0.44,2.46,8.88888888888889,0.0,1.1,340.0,1660
1137570169020468,track,335748,True,,,-0.021875,-0.21666666666666667,1.62177356460179,2.1253854570690133e-17,-0.48745880541944814,-0.44,2.46,8.88888888888889,0.0,1.1,340.0,1660
1137570188936466,track,335748,True,,,-0.021875,-0.21666666666666667,1.62177356460179,2.1253854570690133e-17,-0.48745880541944814,-0.44,2.46,8.88888888888889,0.0,1.1,340.0,1660
1137570208995046,track,335749,True,,,-0.021875,-0.21666666666666667,1.62177356460179,1.3815005470948588e-17,-0.48745880541944814,-0.44,2.46,8.88888888888889,0.0,1.1,340.0,1660
1137570228991010,track,335749,True,,,-0.021875,-0.21666666666666667,1.62177356460179,1.3815005470948588e-17,-0.48745880541944814,-0.45,2.44,8.88888888888889,0.0,1.1,340.0,1660
1137570248995872,track,335750,True,,,-0.021875,-0.22083333333333333,1.612261395872264,8.979753556116583e-18,-0.4976313550979189,-0.45,2.44,8.88888888888889,0.0,1.1,340.0,1660
1137570269102037,track,335751,True,,,-0.021875,-0.22083333333333333,1.612261395872264,5.836839811475779e-18,-0.4976313550979189,-0.45,2.44,8.88888888888889,0.0,1.3,340.0,1660
1137570288995933,track,335751,True,,,-0.021875,-0.22083333333333333,1.612261395872264,5.836839811475779e-18,-0.4976313550979189,-0.45,2.44,8.88888888888889,0.0,1.3,340.0,1660
1137570309064934,track,335752,True,,,-0.021875,-0.225,1.6027423028841514,3.793945877459257e-18,-0.5077948351372785,-0.45,2.44,8.88888888888889,0.0,1.3,340.0,1660
1137570329116771,track,335752,True,,,-0.021875,-0.225,1.6027423028841514,3.793945877459257e-18,-0.5077948351372785,-0.45,2.44,8.88888888888889,0.0,1.3,340.0,1660
1137570349097327,track,335753,True,,,-0.021875,-0.225,1.6027423028841514,2.4660648203485172e-18,-0.5077948351372785,-0.44,2.42,8.88888888888889,0.0,1.3,340.0,1659
1137570368988423,track,335754,True,,,-0.021875,-0.22708333333333333,1.5979802797691738,1.6029421332265362e-18,-0.5128731278469427,-0.44,2.42,8.88888888888889,0.0,1.3,340.0,1659
1137570389014337,track,335754,True,,,-0.021875,-0.22708333333333333,1.5979802797691738,1.6029421332265362e-18,-0.5128731278469427,-0.44,2.42,8.88888888888889,0.0,1.3,340.0,1659
1137570409036863,track,335755,True,,,-0.021875,-0.22708333333333333,1.5979802797691738,1.0419123865972486e-18,-0.5128731278469427,-0.44,2.42,8.88888888888889,0.0,1.3,340.0,1659
1137570429027138,track,335755,True,,,-0.021875,-0.22708333333333333,1.5979802797691738,1.0419123865972486e-18,-0.5128731278469427,-0.39,2.41,8.88888888888889,0.0,1.3,340.0,1659
1137570448994780,track,335756,True,,,-0.021875,-0.225,1.6027423028841514,6.7724305128821165e-19,-0.5077948351372785,-0.39,2.41,8.88888888888889,0.0,1.3,340.0,1659
1137570469086324,track,335756,True,,,-0.021875,-0.225,1.6027423028841514,6.7724305128821165e-19,-0.5077948351372785,-0.39,2.41,8.88888888888889,0.0,1.3,340.0,1659
1137570489044592,track,335757,True,,,-0.021875,-0.225,1.6027423028841514,4.4020798333733755e-19,-0.5077948351372785,-0.39,2.41,8.88888888888889,0.0,1.3,340.0,1659
1137570509014294,track,335758,True,,,-0.0234375,-0.22083333333333333,1.6119266673044852,2.861351891692694e-19,-0.4976313550979189,-0.39,2.38,8.88888888888889,0.0,1.3,340.0,1659
1137570528959523,track,335758,True,,,-0.0234375,-0.22083333333333333,1.6119266673044852,2.861351891692694e-19,-0.4976313550979189,-0.39,2.38,8.88888888888889,0.0,1.3,340.0,1659
1137570549048823,track,335759,True,,,-0.0234375,-0.21875,1.616680402506399,1.8598787296002514e-19,-0.4925462046865139,-0.39,2.38,8.88888888888889,0.0,1.3,340.0,1659
1137570568981389,track,335759,True,,,-0.0234375,-0.21875,1.616680402506399,1.8598787296002514e-19,-0.4925462046865139,-0.39,2.38,8.88888888888889,0.0,1.3,340.0,1659
1137570589010234,track,335760,True,,,-0.021875,-0.21458333333333332,1.6265269306980115,1.2089211742401633e-19,-0.482369175945076,-0.39,2.38,8.88888888888889,0.0,1.3,340.0,1659
1137570609052344,track,335761,True,,,-0.0234375,-0.2125,1.6309303643128166,7.857987632561062e-20,-0.47727733498654595,-0.41,2.35,8.88888888888889,0.0,1.3,340.0,1659
1137570629007076,track,335761,True,,,-0.0234375,-0.2125,1.6309303643128166,7.857987632561062e-20,-0.47727733498654595,-0.41,2.35,8.88888888888889,0.0,1.3,340.0,1659
1137570649014396,track,335762,True,,,-0.0234375,-0.21041666666666667,1.6356764326283322,5.1076919611646906e-20,-0.47218330134129743,-0.41,2.35,8.64864864864865,0.0,1.3,340.0,1659
1137570669077815,track,335763,True,,,-0.021875,-0.20625,1.6455211118812418,3.319999774757049e-20,-0.4619887315488016,-0.41,2.35,8.64864864864865,0.0,1.3,340.0,1659
1137570688973376,track,335763,True,,,-0.021875,-0.20625,1.6455211118812418,3.319999774757049e-20,-0.4619887315488016,-0.41,2.35,8.64864864864865,0.0,1.3,340.0,1659
1137570709065891,track,335764,True,,,-0.0234375,-0.20625,1.6451623767785917,2.1579998535920818e-20,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.3,340.0,1659
1137570729043729,track,335764,True,,,-0.0234375,-0.20625,1.6451623767785917,2.1579998535920818e-20,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.3,340.0,1659
1137570748998243,track,335765,True,,,-0.021875,-0.20625,1.6455211118812418,1.402699904834853e-20,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.3,340.0,1659
1137570769008841,track,335766,True,,,-0.021875,-0.20625,1.6455211118812418,9.117549381426545e-21,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.3,340.0,1659
1137570788975925,track,335766,True,,,-0.021875,-0.20625,1.6455211118812418,9.117549381426545e-21,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.3,340.0,1659
1137570808987595,track,335767,True,,,-0.021875,-0.20625,1.6455211118812418,5.9264070979272544e-21,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.3,340.0,1659
1137570829016021,track,335767,True,,,-0.021875,-0.20625,1.6455211118812418,5.9264070979272544e-21,-0.4619887315488016,-0.39,2.34,8.64864864864865,0.0,1.4,340.0,1659
1137570849086410,track,335768,True,,,-0.021875,-0.21041666666666667,1.6360279787833454,3.852164613652716e-21,-0.47218330134129743,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570869051515,track,335769,True,,,-0.021875,-0.21041666666666667,1.6360279787833454,2.503906998874265e-21,-0.47218330134129743,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570888977506,track,335769,True,,,-0.021875,-0.21041666666666667,1.6360279787833454,2.503906998874265e-21,-0.47218330134129743,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570909016696,track,335770,True,,,-0.021875,-0.2125,1.631278418765843,1.6275395492682724e-21,-0.477277334986546,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570929026849,track,335771,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,1.0579007070243771e-21,-0.482369175945076,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570948982224,track,335771,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,1.0579007070243771e-21,-0.482369175945076,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570968982466,track,335772,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,6.876354595658451e-22,-0.482369175945076,-0.39,2.3,8.64864864864865,0.0,1.4,340.0,1659
1137570988985317,track,335772,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,6.876354595658451e-22,-0.482369175945076,-0.42,2.27,8.64864864864865,0.0,1.4,340.0,1659
1137571009012952,track,335773,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,4.469630487177993e-22,-0.482369175945076,-0.42,2.27,8.64864864864865,0.0,1.4,340.0,1659
1137571029017559,track,335774,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,2.905259816665696e-22,-0.482369175945076,-0.42,2.27,8.64864864864865,0.0,1.4,340.0,1659
1137571048956349,track,335774,True,,,-0.021875,-0.21458333333333332,1.6265269306980117,2.905259816665696e-22,-0.482369175945076,-0.42,2.27,8.64864864864865,0.0,1.4,340.0,1659
1137571069039024,track,335775,True,,,-0.021875,-0.2125,1.631278418765843,1.8884188808327024e-22,-0.477277334986546,-0.42,2.27,8.64864864864865,0.0,1.4,340.0,1659
1137571089030265,track,335775,True,,,-0.021875,-0.2125,1.631278418765843,1.8884188808327024e-22,-0.477277334986546,-0.42,2.27,8.64864864864865,0.0,1.4,340.0,1659
1137571108985402,track,335776,True,,,-0.0203125,-0.21041666666666667,1.6363555304310073,1.2274722725412567e-22,-0.47218330134129743,-0.41,2.25,8.64864864864865,0.0,1.4,340.0,1659
1137571128986724,track,335777,True,,,-0.0203125,-0.20833333333333334,1.641106433458589,7.978569771518169e-23,-0.4670870938805525,-0.41,2.25,8.64864864864865,0.0,1.4,340.0,1659
1137571148971420,track,335777,True,,,-0.0203125,-0.20833333333333334,1.641106433458589,7.978569771518169e-23,-0.4670870938805525,-0.41,2.25,8.64864864864865,0.0,1.4,340.0,1659
1137571168968551,track,335778,True,,,-0.0203125,-0.20416666666666666,1.6506022966187959,5.18607035148681e-23,-0.4568882333632837,-0.41,2.25,8.421052631578947,0.0,1.4,340.0,1659
1137571188979215,track,335778,True,,,-0.0203125,-0.20416666666666666,1.6506022966187959,5.18607035148681e-23,-0.4568882333632837,-0.41,2.25,8.421052631578947,0.0,1.4,340.0,1659
1137571209028069,track,335779,True,,,-0.0203125,-0.2,1.6600899016046196,3.3709457284664267e-23,-0.4466809058604893,-0.41,2.25,8.421052631578947,0.0,1.4,340.0,1659
1137571228999035,track,335780,True,,,-0.0203125,-0.2,1.6600899016046196,2.1911147235031773e-23,-0.4466809058604893,-0.43,2.22,8.421052631578947,0.0,1.4,340.0,1660
1137571248988045,track,335780,True,,,-0.0203125,-0.2,1.6600899016046196,2.1911147235031773e-23,-0.4466809058604893,-0.43,2.22,8.421052631578947,0.0,1.4,340.0,1660
1137571269092672,track,335781,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,1.4242245702770652e-23,-0.4364652649449571,-0.43,2.22,8.421052631578947,0.0,1.4,340.0,1660
1137571289064809,track,335781,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,1.4242245702770652e-23,-0.4364652649449571,-0.43,2.22,8.421052631578947,0.0,1.4,340.0,1660
1137571309051750,track,335782,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,9.257459706800924e-24,-0.4364652649449571,-0.46,2.19,8.421052631578947,0.0,1.4,340.0,1660
1137571329050720,track,335783,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,6.017348809420601e-24,-0.4364652649449571,-0.46,2.19,8.421052631578947,0.0,1.4,340.0,1660
1137571349032441,track,335783,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,6.017348809420601e-24,-0.4364652649449571,-0.46,2.19,8.421052631578947,0.0,1.4,340.0,1660
1137571369026736,track,335784,True,,,-0.0203125,-0.19375,1.674304927496662,3.911276726123391e-24,-0.43135437525831666,-0.46,2.19,8.421052631578947,0.0,1.4,340.0,1660
1137571389070771,track,335784,True,,,-0.0203125,-0.19375,1.674304927496662,3.911276726123391e-24,-0.43135437525831666,-0.46,2.19,8.421052631578947,0.0,1.4,340.0,1660
1137571409061710,track,335785,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,2.5423298719802043e-24,-0.4364652649449571,-0.46,2.19,8.421052631578947,0.0,1.4,340.0,1660
1137571428982787,track,335786,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,1.6525144167871328e-24,-0.4364652649449571,-0.46,2.18,8.421052631578947,0.0,1.4,340.0,1660
1137571448980973,track,335786,True,,,-0.0203125,-0.19583333333333333,1.669568839342141,1.6525144167871328e-24,-0.4364652649449571,-0.46,2.18,8.421052631578947,0.0,1.4,340.0,1660
1137571469010908,track,335787,True,,,-0.0203125,-0.19791666666666666,1.6648304798192797,1.0741343709116364e-24,-0.44157411493667914,-0.46,2.18,8.421052631578947,0.0,1.4,340.0,1660
1137571489035408,track,335788,True,,,-0.0203125,-0.19791666666666666,1.6648304798192797,6.981873410925637e-25,-0.44157411493667914,-0.46,2.18,8.205128205128204,0.0,1.4,340.0,1660
1137571508965443,track,335788,True,,,-0.0203125,-0.19791666666666666,1.6648304798192797,6.981873410925637e-25,-0.44157411493667914,-0.46,2.18,8.205128205128204,0.0,1.4,340.0,1660
1137571529081812,track,335789,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,4.538217717101664e-25,-0.44157411493667914,-0.46,2.18,8.205128205128204,0.0,1.4,340.0,1660
1137571549020177,track,335789,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,4.538217717101664e-25,-0.44157411493667914,-0.48,2.15,8.205128205128204,0.0,1.4,340.0,1660
1137571569031309,track,335790,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,2.949841516116082e-25,-0.44157411493667914,-0.48,2.15,8.205128205128204,0.0,1.4,340.0,1660
1137571588982924,track,335791,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,1.9173969854754533e-25,-0.44157411493667914,-0.48,2.15,8.205128205128204,0.0,1.4,340.0,1660
1137571608987581,track,335791,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,1.9173969854754533e-25,-0.44157411493667914,-0.48,2.15,8.205128205128204,0.0,1.4,340.0,1660
1137571629053514,track,335792,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,1.2463080405590446e-25,-0.44157411493667914,-0.51,2.12,8.205128205128204,0.0,1.4,340.0,1661
1137571648995336,track,335792,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,1.2463080405590446e-25,-0.44157411493667914,-0.51,2.12,8.205128205128204,0.0,1.4,340.0,1661
1137571669033434,track,335793,True,,,-0.01875,-0.19791666666666666,1.6651534254705147,8.10100226363379e-26,-0.44157411493667914,-0.51,2.12,8.205128205128204,0.0,1.4,340.0,1661
1137571689074579,track,335794,True,,,-0.01875,-0.19583333333333333,1.6698952605669546,5.265651471361963e-26,-0.436465264944957,-0.51,2.12,8.205128205128204,0.0,1.4,340.0,1661
1137571709029681,track,335794,True,,,-0.01875,-0.19583333333333333,1.6698952605669546,5.265651471361963e-26,-0.436465264944957,-0.51,2.12,8.205128205128204,0.0,1.4,340.0,1661
1137571728994003,track,335795,True,,,-0.0203125,-0.19375,1.674304927496662,3.422673456385276e-26,-0.43135437525831666,-0.52,2.1,8.205128205128204,0.0,1.4,340.0,1661
1137571748979357,track,335795,True,,,-0.0203125,-0.19375,1.674304927496662,3.422673456385276e-26,-0.43135437525831666,-0.52,2.1,8.205128205128204,0.0,1.4,340.0,1661
1137571769012781,track,335796,True,,,-0.0203125,-0.19166666666666668,1.679038690930511,2.2247377466504295e-26,-0.4262414653192668,-0.52,2.1,8.205128205128204,0.0,1.4,340.0,1661
1137571789026800,track,335797,True,,,-0.0203125,-0.18958333333333333,1.6837700755811151,1.446079535322779e-26,-0.4211265546392737,-0.52,2.1,8.205128205128204,0.0,1.4,340.0,1661
1137571809024913,track,335797,True,,,-0.0203125,-0.18958333333333333,1.6837700755811151,1.446079535322779e-26,-0.4211265546392737,-0.52,2.1,8.205128205128204,0.0,1.4,340.0,1661
