sample_index,time_monotonic_ns,elapsed_s,end_reason,phase,tracker_id,frame_id,camera_timestamp_ns,camera_received_at_s,camera_age_s,new_camera_frame,locked,score,bbox_x,bbox_y,bbox_width,bbox_height,dx_norm,dy_norm,bbox_fill,scale_px,log_scale,scale_innovation,scale_reason,filtered_log_scale_rate_hz,inverse_ttc_measured_hz,measured_ttc_s,effective_ttc_s,ttc_prediction_age_s,roll_deg,pitch_deg,heading_deg,attitude_age_s,altitude_m,vertical_distance_m,target_ttc_s,inverse_ttc_target_hz,pitch_initial_deg,pitch_raw_deg,pitch_command_deg,roll_target_deg,roll_command_deg,horizontal_alignment_scale,vertical_nominal_m_s,vertical_alignment_m_s,vertical_target_m_s,vertical_setpoint_m_s,vario_m_s,vario_age_s,vertical_error_m_s,throttle_p_rc,throttle_i_rc,raw_vertical_accel_m_s2,filtered_vertical_accel_m_s2,throttle_d_rc,tilt_hover_rc,throttle_command_rc,yaw_rate_target_dps,yaw_rate_dps,alignment_count,commit_count,commit_block_reason,exit_requested,exit_reason,result_valid,result_reason,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4
315,425638207477895,6.300047001044732,target_lost_or_stale,tracking,0,706768,175068441749249,425638.188789045,0.018688850046601146,True,True,0.0,314,282,15,19,0.0046875,-0.21458333333333332,0.03958333333333333,16.881943016134134,2.823661319884214,0.0039742619232479015,,0.06303599867246304,0.06303599867246304,15.863951092391355,15.845262242344754,0.018688850046601146,0.0,2.1,3.0,0.03745422599604353,7.13,-6.93,6.93,0.14430014430014432,-10.0,-9.564761532178563,-9.564761532178563,0.0,0.0,1.0,-0.4373547054008562,-0.291875,-0.7292297054008562,-0.6395360609943275,-0.65,0.05948705499758944,0.010463939005672551,0.20927878011345102,-6.910482711223519,0.08335349932803572,-0.008505131078077151,0.08505131078077152,1669.6161526203293,1663,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1580,1663,1500,2000,2000,1000,1000
316,425638227444974,6.320014080032706,target_lost_or_stale,tracking,0,706769,175068475922948,425638.222186927,0.005258047021925449,True,True,0.0,313,282,17,19,0.0046875,-0.21458333333333332,0.03958333333333333,17.97220075561143,2.8478374392387424,0.06305957288090136,,0.2140864703329493,0.2140864703329493,4.671009795456904,4.665751748434978,0.005258047021925449,0.0,2.1,3.0,0.05742130498401821,7.13,-6.93,6.93,0.14430014430014432,-10.0,-8.377074971974194,-9.065584557479196,0.0,0.0,1.0,-1.485291197141921,-0.291875,-1.7771661971419208,-0.6595031399823021,-0.65,0.07945413398556411,-0.009503139982302122,-0.19006279964604245,-6.9110519610635,0.08335349932803572,-0.008505131078077151,0.08505131078077152,1668.0160634499289,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1661,1500,2000,2000,1000,1000
317,425638247434375,6.340003481018357,target_lost_or_stale,tracking,0,706769,175068475922948,425638.222186927,0.025247448007576168,False,True,0.0,313,282,17,19,0.0046875,-0.21458333333333332,0.03958333333333333,,2.8478374392387424,,duplicate frame,0.2140864703329493,0.2140864703329493,4.671009795456904,4.6457623474493275,0.025247448007576168,0.0,1.9,3.0,0.01716359198326245,7.13,-6.93,6.93,0.14430014430014432,-10.0,-8.369831925438437,-8.565849532837928,0.0,0.0,1.0,-1.491681984939413,-0.291875,-1.783556984939413,-0.6794925409679529,-0.65,0.09944353497121483,-0.02949254096795284,-0.5898508193590568,-6.912820575745982,0.08335349932803572,-0.008505131078077151,0.08505131078077152,1667.4176200843242,1660,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1571,1660,1500,2000,2000,1000,1000
318,425638267501419,6.360070525028277,target_lost_or_stale,tracking,0,706770,175068508718837,425638.255643404,0.011858015030156821,True,True,0.0,314,283,16,19,0.00625,-0.21875,0.03958333333333333,17.435595774162696,2.856229859645468,0.003513832396373484,,0.2224886279126686,0.2224886279126686,4.494611744347314,4.4827537293171575,0.011858015030156821,0.0,1.9,3.0,0.03723063599318266,7.13,-6.93,6.93,0.14430014430014432,-10.0,-8.290804514156656,-8.290804514156656,0.0,0.0,1.0,-1.5459247637624793,-0.29812500000000003,-1.8440497637624793,-0.6995595849778731,-0.65,0.11951057898113504,-0.04955958497787305,-0.991191699557461,-6.915804118864576,0.08335349932803572,-0.008505131078077151,0.08505131078077152,1666.8219445076413,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1569,1659,1500,2000,2000,1000,1000
319,425638287418962,6.379988068016246,target_lost_or_stale,tracking,0,706770,175068508718837,425638.255643404,0.031775558018125594,False,True,0.0,314,283,16,19,0.00625,-0.21875,0.03958333333333333,,2.856229859645468,,duplicate frame,0.2224886279126686,0.2224886279126686,4.494611744347314,4.462836186329189,0.031775558018125594,0.0,1.9,3.0,0.05714817898115143,7.04,-6.84,6.84,0.14619883040935672,-10.0,-8.29785996305808,-8.29785996305808,0.0,0.0,1.0,-1.5326576451433895,-0.29812500000000003,-1.8307826451433895,-0.7194771279658418,-0.63,0.019446955993771553,-0.08947712796584184,-1.7895425593168368,-6.921150612492674,0.16669282914046654,0.026534460965631588,-0.2653446096563159,1666.9760377814657,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1569,1658,1500,2000,2000,1000,1000
320,425638307464072,6.400033178040758,target_lost_or_stale,tracking,0,706771,175068541479763,425638.289048046,0.01841602602507919,True,True,0.0,314,283,16,19,0.00625,-0.21875,0.03958333333333333,17.435595774162696,2.861860155945103,-0.005148161910757398,,0.21015941472594704,0.21015941472594704,4.758292657523929,4.739876631498849,0.01841602602507919,0.0,1.8,4.0,0.016970203025266528,7.04,-6.84,6.84,0.14619883040935672,-10.0,-8.40017871234338,-8.39808551318064,0.0,0.0,1.0,-1.4430755337691241,-0.29812500000000003,-1.741200533769124,-0.7395222379903537,-0.63,0.03949206601828337,-0.10952223799035365,-2.190444759807073,-6.927736768424617,0.16669282914046654,0.026534460965631588,-0.2653446096563159,1667.383526137888,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1570,1658,1500,2000,2000,1000,1000
321,425638327441986,6.4200110920355655,target_lost_or_stale,tracking,0,706772,175068574433465,425638.322559279,0.004882707027718425,True,True,0.0,314,282,16,19,0.00625,-0.21458333333333332,0.03958333333333333,17.435595774162696,2.865266704833452,-0.010389006354371233,,0.18535816349941267,0.18535816349941267,5.3949606595188815,5.390077952491163,0.004882707027718425,0.0,1.8,4.0,0.03694811702007428,7.04,-6.84,6.84,0.14619883040935672,-10.0,-8.618200609205028,-8.497975083154678,0.0,0.0,1.0,-1.2689983447899336,-0.291875,-1.5608733447899334,-0.7595001519851614,-0.63,0.05946998001309112,-0.1295001519851614,-2.590003039703228,-6.935498197120639,0.16669282914046654,0.026534460965631588,-0.2653446096563159,1667.7908458464801,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1571,1658,1500,2000,2000,1000,1000
322,425638347432261,6.440001367009245,target_lost_or_stale,tracking,0,706772,175068574433465,425638.322559279,0.02487298200139776,False,True,0.0,314,282,16,19,0.00625,-0.21458333333333332,0.03958333333333333,,2.865266704833452,,duplicate frame,0.18535816349941267,0.18535816349941267,5.3949606595188815,5.370087677517484,0.02487298200139776,0.0,1.8,4.0,0.05693839199375361,7.04,-6.84,6.84,0.14619883040935672,-10.0,-8.612776324725234,-8.597926458023075,0.0,0.0,1.0,-1.2737222203347778,-0.291875,-1.5655972203347779,-0.7794904269588407,-0.63,0.07946025498677045,-0.14949042695884074,-2.9898085391768148,-6.9444632613431585,0.16669282914046654,0.026534460965631588,-0.2653446096563159,1667.1996164101763,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1657,1500,2000,2000,1000,1000
323,425638367442305,6.4600114110508,target_lost_or_stale,tracking,0,706773,175068608071829,425638.355951199,0.011491106008179486,True,True,0.0,314,282,16,19,0.00625,-0.21458333333333332,0.03958333333333333,17.435595774162696,2.8669263581205198,-0.012942319103705913,,0.15435109570522043,0.15435109570522043,6.478735997506613,6.467244891498433,0.011491106008179486,0.0,1.9,4.0,0.016621401999145746,7.04,-6.84,6.84,0.14619883040935672,-10.0,-8.860900049979461,-8.697976678230852,0.0,0.0,1.0,-1.0576373888348614,-0.291875,-1.3495123888348615,-0.7995004710003961,-0.63,0.09947029902832583,-0.1695004710003961,-3.3900094200079223,-6.954638397012506,0.16669282914046654,0.026534460965631588,-0.2653446096563159,1667.6099924266769,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1657,1500,2000,2000,1000,1000
324,425638387427966,6.479997072019614,target_lost_or_stale,tracking,0,706773,175068608071829,425638.355951199,0.03147676697699353,False,True,0.0,314,282,16,19,0.00625,-0.21458333333333332,0.03958333333333333,,2.8669263581205198,,duplicate frame,0.15435109570522043,0.15435109570522043,6.478735997506613,6.447259230529619,0.03147676697699353,0.0,1.9,4.0,0.03660706296795979,7.04,-6.84,6.84,0.14619883040935672,-10.0,-8.857135403588472,-8.797904983074922,0.0,0.0,1.0,-1.0609159265088397,-0.291875,-1.3527909265088396,-0.8194861319692102,-0.63,0.11945595999713987,-0.18948613196921016,-3.789722639384203,-6.9659994137879915,0.16669282914046654,0.026534460965631588,-0.2653446096563159,1668.0210666628286,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1573,1657,1500,2000,2000,1000,1000
325,425638407448961,6.500018067017663,target_lost_or_stale,tracking,0,706774,175068641457734,425638.389348732,0.01810022897552699,True,True,0.0,313,281,17,19,0.0046875,-0.21041666666666667,0.03958333333333333,17.97220075561143,2.8779420041203148,0.016744857678482106,,0.19446150189294695,0.19446150189294695,5.142406030323217,5.12430580134769,0.01810022897552699,0.0,1.9,4.0,0.05662805796600878,6.95,-6.75,6.75,0.14814814814814814,-10.0,-8.576810631982303,-8.576810631982303,0.0,0.0,1.0,-1.3172515969333354,-0.285625,-1.6028765969333354,-0.8395071269672592,-0.63,0.019517669978085905,-0.20950712696725915,-4.190142539345183,-6.978583037211193,0.0,0.02122756877250527,-0.2122756877250527,1667.3810012642814,1656,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1571,1656,1500,2000,2000,1000,1000
326,425638427439664,6.520008770050481,target_lost_or_stale,tracking,0,706775,175068673548552,425638.422827661,0.004612003045622259,True,True,0.0,314,280,16,19,0.00625,-0.20625,0.03958333333333333,17.435595774162696,2.8753738862494016,-0.02593851622506227,,0.13247979093930473,0.13247979093930473,7.548321090408026,7.543709087362403,0.004612003045622259,0.0,1.9,4.0,0.016352111008018255,6.95,-6.75,6.75,0.14814814814814814,-10.0,-9.092474693338987,-8.676764147146391,0.0,0.0,1.0,-0.894785300152671,-0.279375,-1.174160300152671,-0.8594978300000768,-0.63,0.0395083730109036,-0.22949783000007684,-4.589956600001537,-6.992346506109816,0.0,0.02122756877250527,-0.2122756877250527,1667.7945787938363,1656,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1656,1500,2000,2000,1000,1000
327,425638447440958,6.5400100640254095,target_lost_or_stale,tracking,0,706775,175068673548552,425638.422827661,0.024613297020550817,False,True,0.0,314,280,16,19,0.00625,-0.20625,0.03958333333333333,,2.8753738862494016,,duplicate frame,0.13247979093930473,0.13247979093930473,7.548321090408026,7.523707793387475,0.024613297020550817,0.0,1.9,4.0,0.03635340498294681,6.95,-6.75,6.75,0.14814814814814814,-10.0,-9.089677483937495,-8.776770617021034,0.0,0.0,1.0,-0.8971640294074844,-0.279375,-1.1765390294074844,-0.8794991239750054,-0.63,0.059509666985832155,-0.2494991239750054,-4.989982479500108,-7.0073174220851495,0.0,0.02122756877250527,-0.2122756877250527,1668.2095755893104,1656,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1573,1656,1500,2000,2000,1000,1000
328,425638467441923,6.560011029010639,target_lost_or_stale,tracking,0,706776,175068708140166,425638.456283381,0.011158542009070516,True,True,0.0,314,280,16,19,0.00625,-0.20625,0.03958333333333333,17.435595774162696,2.872353808222277,-0.021292242337178635,,0.08156534679815844,0.08156534679815844,12.260108480560984,12.248949938551913,0.011158542009070516,0.0,1.9,4.0,0.05635436996817589,6.95,-6.75,6.75,0.14814814814814814,-10.0,-9.496661194882101,-8.87677544194718,0.0,0.0,1.0,-0.5510676452971114,-0.279375,-0.8304426452971114,-0.8594981589897763,-0.63,0.07951063197106123,-0.22949815898977632,-4.589963179795527,-7.021087976011537,0.0,0.02122756877250527,-0.2122756877250527,1667.8233268435322,1656,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1656,1500,2000,2000,1000,1000
329,425638487427625,6.579996731015854,target_lost_or_stale,tracking,0,706776,175068708140166,425638.456283381,0.031144244014285505,False,True,0.0,314,280,16,19,0.00625,-0.20625,0.03958333333333333,,2.872353808222277,,duplicate frame,0.08156534679815844,0.08156534679815844,12.260108480560984,12.228964236546698,0.031144244014285505,0.0,2.0,4.0,0.01611600600881502,6.95,-6.75,6.75,0.14814814814814814,-10.0,-9.495602149401295,-8.976703951973255,0.0,0.0,1.0,-0.5519682509028346,-0.279375,-0.8313432509028347,-0.8395124569845613,-0.63,0.09949633397627622,-0.20951245698456133,-4.190249139691227,-7.0336497366065585,0.0,0.02122756877250527,-0.2122756877250527,1668.4361745640228,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1575,1657,1500,2000,2000,1000,1000
330,425638507452636,6.600021742051467,target_lost_or_stale,tracking,0,706777,175068741424261,425638.489766704,0.017685932049062103,True,True,0.0,313,279,17,19,0.0046875,-0.20208333333333334,0.03958333333333333,17.97220075561143,2.8798943331625817,0.013741274536533066,,0.11439667488632824,0.11439667488632824,8.741512819263875,8.723826887214813,0.017685932049062103,0.0,2.0,4.0,0.036141017044428736,6.95,-6.75,6.75,0.14814814814814814,-10.0,-9.257041451968494,-9.076829007151323,0.0,0.0,1.0,-0.773743001467905,-0.273125,-1.046868001467905,-0.859537468020175,-0.63,0.11952134501188993,-0.22953746802017505,-4.5907493604035015,-7.047439207597131,0.0,0.02122756877250527,-0.2122756877250527,1668.8504642557257,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1657,1500,2000,2000,1000,1000
331,425638527434614,6.620003720046952,target_lost_or_stale,tracking,0,706778,175068773598950,425638.523185749,0.004248865006957203,True,True,0.0,314,278,16,20,0.00625,-0.2,0.041666666666666664,17.88854381999832,2.8838724587792033,0.00044313710412735574,,0.11545747624346794,0.11545747624346794,8.66119746019111,8.656948595184152,0.004248865006957203,0.0,2.0,4.0,0.0561229950399138,6.87,-6.67,6.67,0.14992503748125938,-10.0,-9.275287153972048,-9.176738897128748,0.0,0.0,1.0,-0.7704793353758056,-0.27,-1.0404793353758057,-0.8795194460156601,-0.64,0.015559401013888419,-0.2395194460156601,-4.790388920313202,-7.061797424496459,-0.0806816489196261,0.0008457252340789943,-0.008457252340789943,1668.8606435971506,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1657,1500,2000,2000,1000,1000
332,425638547454706,6.64002381201135,target_lost_or_stale,tracking,0,706778,175068773598950,425638.523185749,0.024268956971354783,False,True,0.0,314,278,16,20,0.00625,-0.2,0.041666666666666664,,2.8838724587792033,,duplicate frame,0.11545747624346794,0.11545747624346794,8.66119746019111,8.636928503219755,0.024268956971354783,0.0,1.9,4.0,0.015306754969060421,6.87,-6.67,6.67,0.14992503748125938,-10.0,-9.273145092687287,-9.273145092687287,0.0,0.0,1.0,-0.7722652789719743,-0.27,-1.0422652789719744,-0.8995395379800577,-0.64,0.035579492978286,-0.2595395379800577,-5.190790759601153,-7.077385440752733,-0.0806816489196261,0.0008457252340789943,-0.008457252340789943,1668.2766334526946,1656,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1577,1656,1500,2000,2000,1000,1000
333,425638567437541,6.660006646998227,target_lost_or_stale,tracking,0,706779,175068807177641,425638.556686506,0.010751034948043525,True,True,0.0,314,278,16,19,0.00625,-0.19791666666666666,0.03958333333333333,17.435595774162696,2.877511089309388,-0.029226520932734257,,0.045664376526118516,0.045664376526118516,21.898908428718677,21.888157393770634,0.010751034948043525,0.0,1.9,4.0,0.03528958995593712,6.87,-6.67,6.67,0.14992503748125938,-10.0,-9.846494148539593,-9.37305926762167,0.0,0.0,1.0,-0.30473099585341434,-0.266875,-0.5716059958534143,-0.879556702993181,-0.64,0.055562327965162694,-0.239556702993181,-4.791134059863619,-7.0917465069504715,-0.0806816489196261,0.0008457252340789943,-0.008457252340789943,1668.8913378191548,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1578,1657,1500,2000,2000,1000,1000
334,425638587426656,6.679995762009639,target_lost_or_stale,tracking,0,706779,175068807177641,425638.556686506,0.030740149959456176,False,True,0.0,314,278,16,19,0.00625,-0.19791666666666666,0.03958333333333333,,2.877511089309388,,duplicate frame,0.045664376526118516,0.045664376526118516,21.898908428718677,21.86816827875922,0.030740149959456176,0.0,1.9,4.0,0.05527870496734977,6.87,-6.67,6.67,0.14992503748125938,-10.0,-9.84615918969583,-9.473004842678733,0.0,0.0,1.0,-0.3050095424077489,-0.266875,-0.5718845424077489,-0.8595675879817684,-0.64,0.07555144297657534,-0.21956758798176834,-4.391351759635366,-7.10491339225731,-0.0806816489196261,0.0008457252340789943,-0.008457252340789943,1669.5047224042335,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1579,1658,1500,2000,2000,1000,1000
335,425638607433543,6.70000264904229,target_lost_or_stale,tracking,0,706780,175068841596920,425638.59008923,0.01734431303339079,True,True,0.0,314,278,16,19,0.00625,-0.19791666666666666,0.03958333333333333,17.435595774162696,2.871853510263693,-0.020522553170125857,,-0.003487430842623686,0.0,30.0,29.98265568696661,0.01734431303339079,0.0,1.9,5.0,0.015004148008301854,6.87,-6.67,6.67,0.14992503748125938,-10.0,-9.94542463110915,-9.573039277841985,0.0,0.0,1.0,-0.22246194832232402,-0.266875,-0.489336948322324,-0.8395607009491179,-0.64,0.09555833000922576,-0.19956070094911793,-3.9912140189823586,-7.116891157457447,-0.0806816489196261,0.0008457252340789943,-0.008457252340789943,1669.1165624287805,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1580,1658,1500,2000,2000,1000,1000
336,425638627429334,6.719998440006748,target_lost_or_stale,tracking,0,706781,175068873763556,425638.623571443,0.0038578909588977695,True,True,0.0,314,278,16,19,0.00625,-0.19791666666666666,0.03958333333333333,17.435595774162696,2.867108730930909,-0.013222892658150798,,-0.035081262810105866,0.0,30.0,29.996142109041102,0.0038578909588977695,0.0,1.9,5.0,0.03499993897275999,6.87,-6.67,6.67,0.14992503748125938,-10.0,-9.945544907597455,-9.673018232664276,0.0,0.0,1.0,-0.22236192826908907,-0.266875,-0.48923692826908904,-0.8195649099846598,-0.64,0.1155541209736839,-0.1795649099846598,-3.591298199693196,-7.127662784671262,-0.0806816489196261,0.0008457252340789943,-0.008457252340789943,1669.7274182367053,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1581,1659,1500,2000,2000,1000,1000
337,425638647423702,6.739992808026727,target_lost_or_stale,tracking,0,706781,175068873763556,425638.623571443,0.023852258978877217,False,True,0.0,314,278,16,19,0.00625,-0.19791666666666666,0.03958333333333333,,2.867108730930909,,duplicate frame,-0.035081262810105866,0.0,30.0,29.976147741021123,0.023852258978877217,0.0,1.9,5.0,0.05499430699273944,6.79,-6.59,6.59,0.15174506828528073,-10.0,-9.95996471606624,-9.772990072764173,0.0,0.0,1.0,-0.21984145717903092,-0.266875,-0.4867164571790309,-0.7995705419646804,-0.65,0.019487368990667164,-0.14957054196468034,-2.9914108392936067,-7.136634490054231,-0.08616149835312509,-0.016555719483361823,0.16555719483361822,1669.9624881345142,1660,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1581,1660,1500,2000,2000,1000,1000
338,425638667427831,6.759996937005781,target_lost_or_stale,tracking,0,706782,175068908147147,425638.657025219,0.010402611980680376,True,True,0.0,314,277,16,20,0.00625,-0.19583333333333333,0.041666666666666664,17.88854381999832,2.8723140089094197,0.018225367673025072,,0.008502140595043978,0.008502140595043978,30.0,29.98959738801932,0.010402611980680376,0.0,1.9,5.0,0.014699783991090953,6.79,-6.59,6.59,0.15174506828528073,-10.0,-9.972968053732435,-9.87301071765944,0.0,0.0,1.0,-0.21974286332475637,-0.26375000000000004,-0.4834928633247564,-0.779566412985627,-0.65,0.03949149796972051,-0.129566412985627,-2.5913282597125398,-7.144410079764384,-0.08616149835312509,-0.016555719483361823,0.16555719483361822,1669.5701811446434,1660,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1582,1660,1500,2000,2000,1000,1000
339,425638687444830,6.780013936047908,target_lost_or_stale,tracking,0,706782,175068908147147,425638.657025219,0.030419611022807658,False,True,0.0,314,277,16,20,0.00625,-0.19583333333333333,0.041666666666666664,,2.8723140089094197,,duplicate frame,0.008502140595043978,0.008502140595043978,30.0,29.969580388977192,0.030419611022807658,0.0,1.9,5.0,0.034716783033218235,6.79,-6.59,6.59,0.15174506828528073,-10.0,-9.972788954494481,-9.972788954494481,0.0,0.0,1.0,-0.21988963190234725,-0.26375000000000004,-0.48363963190234727,-0.7595494139434997,-0.65,0.059508497011847794,-0.10954941394349971,-2.190988278869994,-7.150988631306302,-0.08616149835312509,-0.016555719483361823,0.16555719483361822,1670.1764197153427,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1583,1661,1500,2000,2000,1000,1000
340,425638707452248,6.800021354050841,target_lost_or_stale,tracking,0,706783,175068941423544,425638.690520618,0.016931630030740052,True,True,0.0,314,277,16,19,0.00625,-0.19375,0.03958333333333333,17.435595774162696,2.8676690622217142,-0.014084940797851164,,-0.025138159196466656,0.0,30.0,29.98306836996926,0.016931630030740052,0.0,1.9,5.0,0.0547242010361515,6.79,-6.59,6.59,0.15174506828528073,-10.0,-9.985792848210181,-9.985792848210181,0.0,0.0,1.0,-0.21979071383502824,-0.260625,-0.48041571383502824,-0.7395419959405665,-0.65,0.07951591501478106,-0.08954199594056644,-1.7908399188113289,-7.1563631437311015,-0.08616149835312509,-0.016555719483361823,0.16555719483361822,1669.781645867709,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1583,1661,1500,2000,2000,1000,1000
341,425638727449733,6.820018839032855,target_lost_or_stale,tracking,0,706784,175068973724097,425638.723932903,0.003516829980071634,True,True,0.0,314,276,16,20,0.00625,-0.19166666666666668,0.041666666666666664,17.88854381999832,2.8728951145368495,0.017331359015440917,,0.016358814742282644,0.016358814742282644,30.0,29.99648317001993,0.003516829980071634,0.0,1.9,5.0,0.014424632012378424,6.79,-6.59,6.59,0.15174506828528073,-10.0,-9.998796600815007,-9.998796600815007,0.0,0.0,1.0,-0.2196924206963833,-0.25750000000000006,-0.47719242069638335,-0.7195445109585528,-0.65,0.09951339999679476,-0.06954451095855274,-1.3908902191710548,-7.160535289671527,-0.08616149835312509,-0.016555719483361823,0.16555719483361822,1670.385868314009,1662,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1583,1662,1500,2000,2000,1000,1000
342,425638747449126,6.840018232003786,target_lost_or_stale,tracking,0,706784,175068973724097,425638.723932903,0.02351622295100242,False,True,0.0,314,276,16,20,0.00625,-0.19166666666666668,0.041666666666666664,,2.8728951145368495,,duplicate frame,0.016358814742282644,0.016358814742282644,30.0,29.976483777048998,0.02351622295100242,0.0,1.9,5.0,0.03442402498330921,6.79,-6.59,6.59,0.15174506828528073,-10.0,-9.998616814648289,-9.998616814648289,0.0,0.0,1.0,-0.2198389927589014,-0.25750000000000006,-0.47733899275890146,-0.699545117987622,-0.65,0.11951279296772555,-0.049545117987621956,-0.9909023597524391,-7.163507906524804,-0.08616149835312509,-0.016555719483361823,0.16555719483361822,1669.9888530714436,1662,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1583,1662,1500,2000,2000,1000,1000
343,425638767428111,6.859997217019554,target_lost_or_stale,tracking,0,706785,175069008219815,425638.757346819,0.010081292013637722,True,True,0.0,313,276,17,19,0.0046875,-0.18958333333333333,0.03958333333333333,17.97220075561143,2.8788262788524968,0.015384435013586995,,0.053192414336332934,0.053192414336332934,18.799673082651424,18.789591790637786,0.010081292013637722,0.0,1.9,5.0,0.05440300999907777,6.7,-6.5,6.5,0.15384615384615385,-10.0,-9.867566723912061,-9.867566723912061,0.0,0.0,1.0,-0.3459362008725878,-0.254375,-0.6003112008725878,-0.6795661329718534,-0.66,0.01948603498749435,-0.01956613297185339,-0.3913226594370678,-7.1646806409571875,-0.08332934533252585,-0.02991044465319463,0.29910444653194634,1670.2568988538624,1663,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1582,1663,1500,2000,2000,1000,1000
344,425638787455157,6.880024263053201,target_lost_or_stale,tracking,0,706785,175069008219815,425638.757346819,0.030108338047284633,False,True,0.0,313,276,17,19,0.0046875,-0.18958333333333333,0.03958333333333333,,2.8788262788524968,,duplicate frame,0.053192414336332934,0.053192414336332934,18.799673082651424,18.76956474460414,0.030108338047284633,0.0,2.0,5.0,0.014158645004499704,6.7,-6.5,6.5,0.15384615384615385,-10.0,-9.867106516389581,-9.867106516389581,0.0,0.0,1.0,-0.34630531333277803,-0.254375,-0.600680313332778,-0.6595390869382065,-0.66,0.03951308102114126,0.000460913061793522,0.00921826123587044,-7.16465294877587,-0.08332934533252585,-0.02991044465319463,0.29910444653194634,1669.856330241008,1663,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1582,1663,1500,2000,2000,1000,1000
345,425638807468243,6.900037349027116,target_lost_or_stale,tracking,0,706786,175069039125558,425638.79092587,0.016542372992262244,True,True,0.0,313,275,17,19,0.0046875,-0.18541666666666667,0.03958333333333333,17.97220075561143,2.8834872358350667,0.008213731963479187,,0.07276111973280389,0.07276111973280389,13.743603777295313,13.72706140430305,0.016542372992262244,0.0,2.0,5.0,0.034171730978414416,6.7,-6.5,6.5,0.15384615384615385,-10.0,-9.732707582360161,-9.732707582360161,0.0,0.0,1.0,-0.4735172232829403,-0.24812500000000004,-0.7216422232829404,-0.6795521729121212,-0.66,0.059526166995055974,-0.01955217291212119,-0.3910434582424238,-7.165826846728271,-0.08332934533252585,-0.02991044465319463,0.29910444653194634,1669.2577658584387,1662,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1581,1662,1500,2000,2000,1000,1000
346,425638827454726,6.920023832004517,target_lost_or_stale,tracking,0,706787,175069073886772,425638.824334281,0.0031204450060613453,True,True,0.0,314,273,16,20,0.00625,-0.17916666666666667,0.041666666666666664,17.88854381999832,2.885302919260337,-0.0017575713283859429,,0.06855242790295116,0.06855242790295116,14.587375394139036,14.584254949132974,0.0031204450060613453,0.0,2.0,5.0,0.05415821395581588,6.7,-6.5,6.5,0.15384615384615385,-10.0,-9.80416560499041,-9.80416560499041,0.0,0.0,1.0,-0.4456861199060718,-0.23875000000000002,-0.6844361199060718,-0.6844361199060718,-0.66,0.07951264997245744,-0.02443611990607175,-0.48872239812143503,-7.16729202301188,-0.08332934533252585,-0.02991044465319463,0.29910444653194634,1669.3569099746014,1662,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1582,1662,1500,2000,2000,1000,1000
