sample_index,time_monotonic_ns,elapsed_s,end_reason,phase,tracker_id,frame_id,camera_timestamp_ns,camera_received_at_s,camera_age_s,new_camera_frame,locked,score,bbox_x,bbox_y,bbox_width,bbox_height,dx_norm,dy_norm,bbox_fill,scale_px,log_scale,scale_innovation,scale_reason,filtered_log_scale_rate_hz,inverse_ttc_measured_hz,measured_ttc_s,effective_ttc_s,ttc_prediction_age_s,roll_deg,pitch_deg,heading_deg,attitude_age_s,altitude_m,vertical_distance_m,target_ttc_s,inverse_ttc_target_hz,pitch_initial_deg,pitch_raw_deg,pitch_command_deg,roll_target_deg,roll_command_deg,horizontal_alignment_scale,vertical_nominal_m_s,vertical_alignment_m_s,vertical_target_m_s,vertical_setpoint_m_s,vario_m_s,vario_age_s,vertical_error_m_s,throttle_p_rc,throttle_i_rc,raw_vertical_accel_m_s2,filtered_vertical_accel_m_s2,throttle_d_rc,tilt_hover_rc,throttle_command_rc,yaw_rate_target_dps,yaw_rate_dps,alignment_count,commit_count,commit_block_reason,exit_requested,exit_reason,result_valid,result_reason,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4
203,425635967426290,4.059995396004524,target_lost_or_stale,tracking,0,706700,175066197463478,425635.946839034,0.020587256003636867,False,True,0.0,314,312,14,17,0.003125,-0.33541666666666664,0.035416666666666666,,2.7440938796300913,,duplicate frame,0.03875669286220869,0.03875669286220869,25.80199511747018,25.781407861466544,0.020587256003636867,0.0,2.0,0.0,0.018414600985124707,8.69,-8.49,8.49,0.11778563015312131,-10.0,-8.847924134340566,-8.841635133248417,0.0,0.0,1.0,-0.32930707452517904,-0.4731249999999999,-0.802432074525179,-0.802432074525179,-0.55,0.09950964996824041,-0.2524320745251789,-5.048641490503578,-6.05453531669031,-0.08338719448856197,-0.0823663950500221,0.823663950500221,1668.2795128566936,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1658,1500,2000,2000,1000,1000
204,425635987455329,4.080024435010273,target_lost_or_stale,tracking,0,706701,175066230366808,425635.98025942,0.007195908983703703,True,True,0.0,314,312,14,17,0.003125,-0.33541666666666664,0.035416666666666666,15.427248620541512,2.7421503110158145,-0.009253806430887579,,0.01660540729949511,0.01660540729949511,30.0,29.992804091016296,0.007195908983703703,0.0,2.0,0.0,0.038443639990873635,8.69,-8.49,8.49,0.11778563015312131,-10.0,-8.884119406742071,-8.884119406742071,0.0,0.0,1.0,-0.2830678976942672,-0.4731249999999999,-0.7561928976942671,-0.78240303551943,-0.55,0.11953868897398934,-0.23240303551942998,-4.6480607103886,-6.06849974508073,-0.08338719448856197,-0.0823663950500221,0.823663950500221,1667.892896504969,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1658,1500,2000,2000,1000,1000
205,425636007437461,4.100006567023229,target_lost_or_stale,tracking,0,706701,175066230366808,425635.98025942,0.027178040996659547,False,True,0.0,314,312,14,17,0.003125,-0.33541666666666664,0.035416666666666666,,2.7421503110158145,,duplicate frame,0.01660540729949511,0.01660540729949511,30.0,29.97282195900334,0.027178040996659547,0.0,2.0,0.0,0.05842577200382948,8.61,-8.41,8.41,0.11890606420927467,-10.0,-8.89141790226886,-8.89141790226886,0.0,0.0,1.0,-0.28058752731068004,-0.4731249999999999,-0.75371252731068,-0.7624209035064742,-0.56,0.019545438000932336,-0.20242090350647413,-4.0484180701294825,-6.080634148728874,-0.08335043198958443,-0.08256320243793457,0.8256320243793457,1668.303420194479,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
206,425636027441335,4.120010441052727,target_lost_or_stale,tracking,0,706702,175066264245712,425636.013728881,0.013712454005144536,True,True,0.0,314,312,14,18,0.003125,-0.3375,0.0375,15.874507866387544,2.750409045595805,0.02200845870754886,,0.06921087637168843,0.06921087637168843,14.448596122806247,14.434883668801103,0.013712454005144536,0.0,1.9,0.0,0.01820508105447516,8.61,-8.41,8.41,0.11890606420927467,-10.0,-8.641295045245027,-8.641295045245027,0.0,0.0,1.0,-0.582616402941784,-0.47625,-1.058866402941784,-0.7824247775359727,-0.56,0.03954931203043088,-0.22242477753597267,-4.4484955507194535,-6.093982220421481,-0.08335043198958443,-0.08256320243793457,0.8256320243793457,1667.7168457467617,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1658,1500,2000,2000,1000,1000
207,425636047425387,4.1399944930453785,target_lost_or_stale,tracking,0,706703,175066296215682,425636.047159973,0.0002654140116646886,True,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,15.427248620541512,2.746917214393156,-0.016587503934490044,,0.029517278707881428,0.029517278707881428,30.0,29.999734585988335,0.0002654140116646886,0.0,1.9,0.0,0.038189133047126234,8.61,-8.41,8.41,0.11890606420927467,-10.0,-8.867217962544444,-8.741215305208282,0.0,0.0,1.0,-0.2803358135017625,-0.479375,-0.7597108135017625,-0.7624407255433217,-0.56,0.05953336402308196,-0.2024407255433216,-4.048814510866432,-6.106118978375544,-0.08335043198958443,-0.08256320243793457,0.8256320243793457,1667.3293014648627,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1573,1658,1500,2000,2000,1000,1000
208,425636067427660,4.159996766014956,target_lost_or_stale,tracking,0,706703,175066296215682,425636.047159973,0.02026768698124215,False,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,,2.746917214393156,,duplicate frame,0.029517278707881428,0.029517278707881428,30.0,29.979732313018758,0.02026768698124215,0.0,1.9,0.0,0.058191406016703695,8.61,-8.41,8.41,0.11890606420927467,-10.0,-8.867071086079454,-8.84122667005617,0.0,0.0,1.0,-0.28052285164494084,-0.479375,-0.7598978516449408,-0.7598978516449408,-0.56,0.07953563699265942,-0.19989785164494078,-3.9979570328988157,-6.118114212559446,-0.08335043198958443,-0.08256320243793457,0.8256320243793457,1668.290439221079,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
209,425636087450411,4.180019517021719,target_lost_or_stale,tracking,0,706704,175066329271199,425636.08063039,0.006820021022576839,True,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,15.427248620541512,2.743785728404984,-0.011769833183456146,,0.0013853717869414459,0.0013853717869414459,30.0,29.993179978977423,0.006820021022576839,0.0,1.8,0.0,0.01800318801542744,8.61,-8.41,8.41,0.11890606420927467,-10.0,-8.867169853718659,-8.867169853718659,0.0,0.0,1.0,-0.28039707713202366,-0.479375,-0.7597720771320237,-0.7597720771320237,-0.56,0.09955838799942285,-0.1997720771320236,-3.995441542640472,-6.130114172235001,-0.08335043198958443,-0.08256320243793457,0.8256320243793457,1668.2999236904961,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
210,425636107440591,4.200009697000496,target_lost_or_stale,tracking,0,706704,175066329271199,425636.08063039,0.026810201001353562,False,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,,2.743785728404984,,duplicate frame,0.0013853717869414459,0.0013853717869414459,30.0,29.973189798998646,0.026810201001353562,0.0,1.8,0.0,0.037993367994204164,8.61,-8.41,8.41,0.11890606420927467,-10.0,-8.86702300192624,-8.86702300192624,0.0,0.0,1.0,-0.2805840838561989,-0.479375,-0.7599590838561989,-0.7599590838561989,-0.56,0.11954856797819957,-0.19995908385619887,-3.9991816771239774,-6.142105826459032,-0.08335043198958443,-0.08256320243793457,0.8256320243793457,1668.3156554792038,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
211,425636127425267,4.21999437303748,target_lost_or_stale,tracking,0,706705,175066363228810,425636.114104502,0.013320764992386103,True,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,15.427248620541512,2.7411382345145214,-0.007696765659667815,,-0.0170091789610567,0.0,30.0,29.986679235007614,0.013320764992386103,0.0,1.8,0.0,0.05797804403118789,8.54,-8.34,8.34,0.11990407673860912,-10.0,-8.87371316053729,-8.87371316053729,0.0,0.0,1.0,-0.2781234939233805,-0.479375,-0.7574984939233804,-0.7574984939233804,-0.57,0.019442057993728667,-0.18749849392338047,-3.7499698784676094,-6.1533471164344755,-0.0832700577893649,-0.08270457350822064,0.8270457350822064,1668.0762712598198,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
212,425636147427230,4.239996336051263,target_lost_or_stale,tracking,0,706706,175066395172073,425636.14752127,-9.403994772583246e-05,True,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,15.427248620541512,2.7390177656657686,-0.004434505892355833,,-0.02762542024082164,0.0,30.0,30.0,0.0,0.0,1.8,0.0,0.01774972304701805,8.54,-8.34,8.34,0.11990407673860912,-10.0,-8.873810951239008,-8.873810951239008,0.0,0.0,1.0,-0.27799999999999997,-0.479375,-0.7573749999999999,-0.7573749999999999,-0.57,0.039444021007511765,-0.18737499999999996,-3.747499999999999,-6.1645907198935985,-0.0832700577893649,-0.08270457350822064,0.8270457350822064,1668.0850449848115,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
213,425636167426319,4.259995425003581,target_lost_or_stale,tracking,0,706706,175066395172073,425636.14752127,0.019905049004592,False,True,0.0,314,313,14,17,0.003125,-0.33958333333333335,0.035416666666666666,,2.7390177656657686,,duplicate frame,-0.02762542024082164,0.0,30.0,29.980094950995408,0.019905049004592,0.0,1.8,0.0,0.037748811999335885,8.54,-8.34,8.34,0.11990407673860912,-10.0,-8.873664791749578,-8.873664791749578,0.0,0.0,1.0,-0.27818457592053397,-0.479375,-0.757559575920534,-0.757559575920534,-0.57,0.0594431099598296,-0.18755957592053407,-3.7511915184106814,-6.17584378182168,-0.0832700577893649,-0.08270457350822064,0.8270457350822064,1668.09998956515,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
214,425636187476382,4.280045488034375,target_lost_or_stale,tracking,0,706707,175066429092608,425636.181031835,0.006444547034334391,True,True,0.0,314,312,14,18,0.003125,-0.3375,0.0375,15.874507866387544,2.7474099047608185,0.026622521530604626,,0.03593070668158378,0.03593070668158378,27.83134795710957,27.824903410075237,0.006444547034334391,0.0,1.8,0.0,0.05779887503013015,8.54,-8.34,8.34,0.11990407673860912,-10.0,-8.868768443786601,-8.868768443786601,0.0,0.0,1.0,-0.29973149868977206,-0.47625,-0.7759814986897721,-0.7759814986897721,-0.57,0.07949317299062386,-0.2059814986897721,-4.119629973795442,-6.188233607917402,-0.0832700577893649,-0.08270457350822064,0.8270457350822064,1668.4808178466305,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
215,425636207538981,4.30010808701627,target_lost_or_stale,tracking,0,706707,175066429092608,425636.181031835,0.026507146016228944,False,True,0.0,314,312,14,18,0.003125,-0.3375,0.0375,,2.7474099047608185,,duplicate frame,0.03593070668158378,0.03593070668158378,27.83134795710957,27.804840811093342,0.026507146016228944,0.0,1.8,0.0,0.017611955001484603,8.54,-8.34,8.34,0.11990407673860912,-10.0,-8.868596645433364,-8.868596645433364,0.0,0.0,1.0,-0.29994777012614926,-0.47625,-0.7761977701261493,-0.7761977701261493,-0.57,0.09955577197251841,-0.20619777012614937,-4.123955402522988,-6.200644197436407,-0.0832700577893649,-0.08270457350822064,0.8270457350822064,1667.497553864877,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1658,1500,2000,2000,1000,1000
216,425636227440601,4.320009707007557,target_lost_or_stale,tracking,0,706708,175066462148838,425636.214465726,0.012974874989595264,True,True,0.0,314,312,14,17,0.003125,-0.33541666666666664,0.035416666666666666,15.427248620541512,2.744244653152443,-0.012475871256469873,,0.006078671213064626,0.006078671213064626,30.0,29.987025125010405,0.012974874989595264,0.0,1.8,0.0,0.03751357499277219,8.54,-8.34,8.34,0.11990407673860912,-10.0,-8.898155547584828,-8.898155547584828,0.0,0.0,1.0,-0.2781202858647055,-0.4731249999999999,-0.7512452858647054,-0.7562961501348617,-0.57,0.119457391963806,-0.18629615013486178,-3.7259230026972356,-6.211766982993879,-0.0832700577893649,-0.08270457350822064,0.8270457350822064,1668.1106442506089,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
217,425636247438991,4.340008097002283,target_lost_or_stale,tracking,0,706708,175066462148838,425636.214465726,0.03297326498432085,False,True,0.0,314,312,14,17,0.003125,-0.33541666666666664,0.035416666666666666,,2.744244653152443,,duplicate frame,0.006078671213064626,0.006078671213064626,30.0,29.96702673501568,0.03297326498432085,0.0,1.8,0.0,0.05751196498749778,8.46,-8.260000000000002,8.260000000000002,0.12106537530266341,-10.0,-8.905725444541643,-8.905725444541643,0.0,0.0,1.0,-0.27563628761169057,-0.4731249999999999,-0.7487612876116905,-0.7487612876116905,-0.58,0.01939075195696205,-0.1687612876116905,-3.3752257522338103,-6.221891845130891,-0.08328819806957351,-0.08282129842049121,0.8282129842049122,1667.7689046131597,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
218,425636267444476,4.360013582045212,target_lost_or_stale,tracking,0,706709,175066494358964,425636.247866062,0.019578414037823677,True,True,0.0,313,311,15,17,0.0015625,-0.33125,0.035416666666666666,15.968719422671311,2.7536121142313883,0.026184089765884266,,0.06879442299274272,0.06879442299274272,14.536062030863931,14.516483616826108,0.019578414037823677,0.0,1.9,0.0,0.01729011902352795,8.46,-8.260000000000002,8.260000000000002,0.12106537530266341,-10.0,-8.692691505971368,-8.692691505971368,0.0,0.0,1.0,-0.5690083230918132,-0.46687499999999993,-1.035883323091813,-0.7687667726546201,-0.58,0.0393962369998917,-0.18876677265462016,-3.7753354530924033,-6.2332209576717235,-0.08328819806957351,-0.08282129842049121,0.8282129842049122,1667.1803434265591,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1658,1500,2000,2000,1000,1000
219,425636287437071,4.380006177001633,target_lost_or_stale,tracking,0,706710,175066528394859,425636.281358991,0.006078079983126372,True,True,0.0,313,310,15,17,0.0015625,-0.32708333333333334,0.035416666666666666,15.968719422671311,2.761066677024804,0.014715531622167877,,0.10394341009335298,0.10394341009335298,9.62061951885056,9.614541438867434,0.006078079983126372,0.0,1.9,0.0,0.03728271397994831,8.46,-8.260000000000002,8.260000000000002,0.12106537530266341,-10.0,-8.47935771395687,-8.47935771395687,0.0,0.0,1.0,-0.8591153361312057,-0.46062499999999995,-1.3197403361312057,-0.7887593676110405,-0.58,0.05938883195631206,-0.20875936761104052,-4.17518735222081,-6.245741882111742,-0.08328819806957351,-0.08282129842049121,0.8282129842049122,1667.5927162501278,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1571,1658,1500,2000,2000,1000,1000
220,425636307438610,4.400007716030814,target_lost_or_stale,tracking,0,706710,175066528394859,425636.281358991,0.026079619012307376,False,True,0.0,313,310,15,17,0.0015625,-0.32708333333333334,0.035416666666666666,,2.761066677024804,,duplicate frame,0.10394341009335298,0.10394341009335298,9.62061951885056,9.594539899838253,0.026079619012307376,0.0,1.9,0.0,0.057284253009129316,8.46,-8.260000000000002,8.260000000000002,0.12106537530266341,-10.0,-8.477898657925886,-8.477898657925886,0.0,0.0,1.0,-0.8609063161162371,-0.46062499999999995,-1.321531316116237,-0.8087609066402215,-0.58,0.07939037098549306,-0.22876090664022153,-4.57521813280443,-6.259468592719287,-0.08328819806957351,-0.08282129842049121,0.8282129842049122,1667.0064737413188,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1571,1657,1500,2000,2000,1000,1000
221,425636327437224,4.4200063300086185,target_lost_or_stale,tracking,0,706711,175066560247367,425636.314806875,0.012630348966922611,True,True,0.0,313,309,15,17,0.0015625,-0.3229166666666667,0.035416666666666666,15.968719422671311,2.7666743071006024,0.006088408428631897,,0.11850554723640401,0.11850554723640401,8.438423544892146,8.425793195925223,0.012630348966922611,0.0,2.0,0.0,0.017057998978998512,8.46,-8.260000000000002,8.260000000000002,0.12106537530266341,-10.0,-8.401546058191222,-8.401546058191222,0.0,0.0,1.0,-0.9803231349179802,-0.454375,-1.4346981349179802,-0.8287595206180263,-0.58,0.09938898496329784,-0.2487595206180263,-4.975190412360526,-6.274393129597718,-0.08328819806957351,-0.08282129842049121,0.8282129842049122,1667.4213705577533,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1570,1657,1500,2000,2000,1000,1000
222,425636347439026,4.4400081320200115,target_lost_or_stale,tracking,0,706711,175066560247367,425636.314806875,0.03263215097831562,False,True,0.0,313,309,15,17,0.0015625,-0.3229166666666667,0.035416666666666666,,2.7666743071006024,,duplicate frame,0.11850554723640401,0.11850554723640401,8.438423544892146,8.40579139391383,0.03263215097831562,0.0,2.0,0.0,0.03705980099039152,8.46,-8.260000000000002,8.260000000000002,0.12106537530266341,-10.0,-8.399633908691408,-8.399633908691408,0.0,0.0,1.0,-0.9826558396370164,-0.454375,-1.4370308396370164,-0.8487613226294193,-0.58,0.11939078697469085,-0.2687613226294193,-5.375226452588386,-6.290520261888379,-0.08328819806957351,-0.08282129842049121,0.8282129842049122,1666.8375337302718,1656,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1570,1656,1500,2000,2000,1000,1000
223,425636367433457,4.46000256302068,target_lost_or_stale,tracking,0,706712,175066593304917,425636.348147067,0.01928638998651877,True,True,0.0,314,308,14,17,0.003125,-0.31875,0.035416666666666666,15.427248620541512,2.7585538160109717,-0.03448996796189885,,0.035746652579304775,0.035746652579304775,27.97464735422364,27.955360964237123,0.01928638998651877,0.0,2.0,0.0,0.05705423199106008,8.38,-8.180000000000001,8.180000000000001,0.12224938875305622,-10.0,-8.99538188304528,-8.49960606369475,0.0,0.0,1.0,-0.2926093499727853,-0.44812499999999994,-0.7407343499727852,-0.8287668916287507,-0.58,0.019521300971973687,-0.24876689162875076,-4.975337832575015,-6.305442119238145,0.0,-0.06625703873639296,0.6625703873639297,1667.6182095644492,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1571,1657,1500,2000,2000,1000,1000
224,425636387446314,4.480015420005657,target_lost_or_stale,tracking,0,706713,175066627243367,425636.381697144,0.005749169969931245,True,True,0.0,314,307,14,17,0.003125,-0.3145833333333333,0.035416666666666666,15.427248620541512,2.7514868952149194,-0.023617782121818198,,-0.0205698372355283,0.0,30.0,29.99425083003007,0.005749169969931245,0.0,2.1,0.0,0.01679459697334096,8.38,-8.180000000000001,8.180000000000001,0.12224938875305622,-10.0,-9.036485003942353,-8.599670348619634,0.0,0.0,1.0,-0.2727189302494675,-0.44187499999999996,-0.7145939302494675,-0.808754034643774,-0.58,0.039534157956950366,-0.22875403464377408,-4.575080692875481,-6.319176184578332,0.0,-0.06625703873639296,0.6625703873639297,1667.23168649009,1657,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1657,1500,2000,2000,1000,1000
225,425636407433235,4.500002341053914,target_lost_or_stale,tracking,0,706713,175066627243367,425636.381697144,0.025736091018188745,False,True,0.0,314,307,14,17,0.003125,-0.3145833333333333,0.035416666666666666,,2.7514868952149194,,duplicate frame,-0.0205698372355283,0.0,30.0,29.97426390898181,0.025736091018188745,0.0,2.1,0.0,0.03678151802159846,8.38,-8.180000000000001,8.180000000000001,0.12224938875305622,-10.0,-9.036332628839498,-8.699604953860922,0.0,0.0,1.0,-0.2729007799770809,-0.44187499999999996,-0.7147757799770809,-0.7887671135955165,-0.58,0.059521079005207866,-0.20876711359551658,-4.175342271910331,-6.33169402002905,0.0,-0.06625703873639296,0.6625703873639297,1667.8444659045754,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1572,1658,1500,2000,2000,1000,1000
226,425636427438437,4.520007543032989,target_lost_or_stale,tracking,0,706714,175066659142042,425636.415199096,0.012239340983796865,True,True,0.0,313,306,15,17,0.0015625,-0.3104166666666667,0.035416666666666666,15.968719422671311,2.757739667987429,0.019834007064282844,,0.026792196012708297,0.026792196012708297,30.0,29.987760659016203,0.012239340983796865,0.0,2.1,0.0,0.056786720000673085,8.38,-8.180000000000001,8.180000000000001,0.12224938875305622,-10.0,-9.060973148939484,-8.799630963756295,0.0,0.0,1.0,-0.2727779540797615,-0.435625,-0.7084029540797615,-0.7687619116164419,-0.58,0.0795262809842825,-0.18876191161644196,-3.775238232328839,-6.34302268053258,0.0,-0.06625703873639296,0.6625703873639297,1667.4556905254974,1658,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1573,1658,1500,2000,2000,1000,1000
227,425636447440201,4.540009307034779,target_lost_or_stale,tracking,0,706714,175066659142042,425636.415199096,0.0322411049855873,False,True,0.0,313,306,15,17,0.0015625,-0.3104166666666667,0.035416666666666666,,2.757739667987429,,duplicate frame,0.026792196012708297,0.026792196012708297,30.0,29.967758895014413,0.0322411049855873,0.0,2.1,0.0,0.01649872399866581,8.38,-8.180000000000001,8.180000000000001,0.12224938875305622,-10.0,-9.06081966718563,-8.899639783765247,0.0,0.0,1.0,-0.27296001775297474,-0.435625,-0.7085850177529747,-0.7487601476146515,-0.58,0.09952804498607293,-0.16876014761465152,-3.3752029522930305,-6.353149182469067,0.0,-0.06625703873639296,0.6625703873639297,1668.0657817473982,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1574,1659,1500,2000,2000,1000,1000
228,425636467432596,4.5600017020478845,target_lost_or_stale,tracking,0,706715,175066693741815,425636.448609519,0.018823077029082924,True,True,0.0,314,305,14,18,0.003125,-0.30833333333333335,0.0375,15.874507866387544,2.7607627145970226,0.006079737167213661,,0.041349897776002606,0.041349897776002606,24.183856642575535,24.16503356554645,0.018823077029082924,0.0,2.1,0.0,0.036491119011770934,8.38,-8.180000000000001,8.180000000000001,0.12224938875305622,-10.0,-9.017665366794752,-8.999601758830773,0.0,0.0,1.0,-0.338505633679844,-0.4325,-0.771005633679844,-0.7687525426277566,-0.58,0.11952043999917805,-0.18875254262775665,-3.775050852555133,-6.3644700286448925,0.0,-0.06625703873639296,0.6625703873639297,1668.476950493836,1659,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1575,1659,1500,2000,2000,1000,1000
229,425636487416788,4.57998589402996,target_lost_or_stale,tracking,0,706716,175066726749084,425636.482060413,0.005356375011615455,True,True,0.0,314,305,14,17,0.003125,-0.30625,0.035416666666666666,15.427248620541512,2.753042206561381,-0.026010568808682244,,-0.02085607808589828,0.0,30.0,29.994643624988385,0.005356375011615455,0.0,2.1,0.0,0.056475310993846506,8.29,-8.09,8.09,0.12360939431396786,-10.0,-9.094998876955858,-9.094998876955858,0.0,0.0,1.0,-0.26971482312462824,-0.429375,-0.6990898231246283,-0.748768350645681,-0.6,0.016004290024284273,-0.14876835064568106,-2.975367012913621,-6.373389074485373,-0.16194287143729955,-0.08539420527657428,0.8539420527657428,1668.4948140346332,1660,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1660,1500,2000,2000,1000,1000
230,425636507439792,4.600008898007218,target_lost_or_stale,tracking,0,706716,175066726749084,425636.482060413,0.025379378988873214,False,True,0.0,314,305,14,17,0.003125,-0.30625,0.035416666666666666,,2.753042206561381,,duplicate frame,-0.02085607808589828,0.0,30.0,29.974620621011127,0.025379378988873214,0.0,2.0,0.0,0.015819583961274475,8.29,-8.09,8.09,0.12360939431396786,-10.0,-9.09484437469876,-9.09484437469876,0.0,0.0,1.0,-0.2698949922431779,-0.429375,-0.699269992243178,-0.7287453466684233,-0.6,0.03602729400154203,-0.1287453466684233,-2.574906933368466,-6.3811226802505585,-0.16194287143729955,-0.08539420527657428,0.8539420527657428,1668.1020875608533,1660,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1660,1500,2000,2000,1000,1000
231,425636527431413,4.620000519033056,target_lost_or_stale,tracking,0,706717,175066758469610,425636.51577888,0.0116525330231525,True,True,0.0,314,305,14,17,0.003125,-0.30625,0.035416666666666666,15.427248620541512,2.7466676994200725,-0.016203634745130646,,-0.05930061294375451,0.0,30.0,29.988347466976847,0.0116525330231525,0.0,2.0,0.0,0.03581120498711243,8.29,-8.09,8.09,0.12360939431396786,-10.0,-9.094950316542567,-9.094950316542567,0.0,0.0,1.0,-0.2697714506912628,-0.429375,-0.6991464506912628,-0.7087537256425853,-0.6,0.05601891502737999,-0.10875372564258534,-2.175074512851707,-6.387645170055142,-0.16194287143729955,-0.08539420527657428,0.8539420527657428,1668.7087776301412,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1661,1500,2000,2000,1000,1000
232,425636547439309,4.6400084150373,target_lost_or_stale,tracking,0,706717,175066758469610,425636.51577888,0.031660429027397186,False,True,0.0,314,305,14,17,0.003125,-0.30625,0.035416666666666666,,2.7466676994200725,,duplicate frame,-0.05930061294375451,0.0,30.0,29.968339570972603,0.031660429027397186,0.0,2.0,0.0,0.05581910099135712,8.29,-8.09,8.09,0.12360939431396786,-10.0,-9.09479586608395,-9.09479586608395,0.0,0.0,1.0,-0.2699515594062472,-0.429375,-0.6993265594062472,-0.6993265594062472,-0.6,0.07602681103162467,-0.09932655940624724,-1.9865311881249448,-6.3936071164683215,-0.16194287143729955,-0.08539420527657428,0.8539420527657428,1668.5261962518275,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1661,1500,2000,2000,1000,1000
233,425636567426649,4.6599957550060935,target_lost_or_stale,tracking,0,706718,175066793210197,425636.549202326,0.018224322993773967,True,True,0.0,314,305,14,18,0.003125,-0.30833333333333335,0.0375,15.874507866387544,2.751695774895033,0.02002887517027485,,-0.011360911767934669,0.0,30.0,29.981775677006226,0.018224322993773967,0.0,1.9,0.0,0.015559537976514548,8.29,-8.09,8.09,0.12360939431396786,-10.0,-9.082602612685609,-9.082602612685609,0.0,0.0,1.0,-0.2698305826563976,-0.4325,-0.7023305826563976,-0.7023305826563976,-0.6,0.09601415100041777,-0.1023305826563976,-2.046611653127952,-6.399743064902596,-0.16194287143729955,-0.08539420527657428,0.8539420527657428,1668.5924126652649,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1661,1500,2000,2000,1000,1000
234,425636587425637,4.679994743026327,target_lost_or_stale,tracking,0,706720,175066857557369,425636.582651924,0.004773713008034974,True,True,0.0,314,306,14,17,0.003125,-0.3104166666666667,0.035416666666666666,15.427248620541512,2.7460026099187274,-0.01518042012767662,,-0.04766728561425949,0.0,30.0,29.995226286991965,0.004773713008034974,0.0,1.9,0.0,0.03555852599674836,8.29,-8.09,8.09,0.12360939431396786,-10.0,-9.070408754991993,-9.070408754991993,0.0,0.0,1.0,-0.26970958387163063,-0.435625,-0.7053345838716306,-0.7053345838716306,-0.6,0.11601313902065158,-0.10533458387163064,-2.1066916774326128,-6.406062820145491,-0.16194287143729955,-0.08539420527657428,0.8539420527657428,1668.6588124448124,1661,-0.0,0.0,5,0,bbox fill,False,,True,,1500,1576,1661,1500,2000,2000,1000,1000
