time_monotonic_ns,glide_phase,frame_id,control_valid,reason,abort_reason,dx_norm,dy_norm,vx_setpoint_m_s,vx_measured_m_s,vy_setpoint_m_s,vy_measured_m_s,altitude_m,distance_to_target_m,roll_deg,pitch_deg,yaw_deg,yaw_rate_setpoint_dps,yaw_rc,throttle_rc
1141060622849249,track,440822,True,,,-0.6,-0.3729166666666667,1.4525204196466655,-0.05122376306556587,-1.508212547020709,0.11,4.91,11.851851851851851,0.0,0.6,359.0,-6.959999999999999,1448,1640
1141060642798351,track,440822,True,,,-0.6,-0.3729166666666667,1.4525204196466655,-0.05122376306556587,-1.508212547020709,0.11,4.91,11.851851851851851,0.0,0.6,359.0,-6.959999999999999,1448,1640
1141060662794775,track,440823,True,,,-0.5890625,-0.3541666666666667,1.555966729290835,-0.033295445992617814,-1.435696392532586,0.11,4.91,12.307692307692308,0.0,0.6,359.0,-6.82875,1449,1640
1141060682800157,track,440824,True,,,-0.5765625,-0.3333333333333333,1.6720274142781906,-0.02164203989520158,-1.3543447918483316,0.1,4.91,12.307692307692308,0.0,0.6,359.0,-6.678749999999999,1450,1643
1141060702807222,track,440824,True,,,-0.5765625,-0.3333333333333333,1.6720274142781906,-0.02164203989520158,-1.3543447918483316,0.1,4.91,12.307692307692308,0.0,0.6,359.0,-6.678749999999999,1450,1643
1141060722895949,track,440825,True,,,-0.5609375,-0.32083333333333336,1.777933053358206,-0.014067325931881028,-1.305154030629533,0.1,4.91,12.307692307692308,0.0,0.6,359.0,-6.491249999999999,1452,1643
1141060742851473,track,440825,True,,,-0.5609375,-0.32083333333333336,1.777933053358206,-0.014067325931881028,-1.305154030629533,0.1,4.91,12.307692307692308,0.0,0.6,359.0,-6.491249999999999,1452,1643
1141060762828784,track,440826,True,,,-0.5453125,-0.30833333333333335,1.8840745783453139,-0.009143761855722668,-1.2556877049068258,0.1,4.91,12.307692307692308,0.0,0.6,359.0,-6.303749999999999,1453,1643
1141060782851886,track,440827,True,,,-0.528125,-0.3020833333333333,1.9795312202042503,-0.005943445206219734,-1.2308536774178827,0.08,4.91,12.307692307692308,0.0,0.6,359.0,-6.097499999999999,1454,1644
1141060802943759,track,440827,True,,,-0.528125,-0.3020833333333333,1.9795312202042503,-0.005943445206219734,-1.2308536774178827,0.08,4.91,12.307692307692308,0.0,0.6,359.0,-6.097499999999999,1454,1644
1141060822946628,track,440828,True,,,-0.509375,-0.3020833333333333,2.0635841106748787,-0.0038632393840428276,-1.2308536774178827,0.08,4.91,12.307692307692308,0.0,0.6,359.0,-5.8725000000000005,1456,1644
1141060842848079,track,440828,True,,,-0.509375,-0.3020833333333333,2.0635841106748787,-0.0038632393840428276,-1.2308536774178827,0.08,4.91,12.307692307692308,0.0,0.6,359.0,-5.8725000000000005,1456,1644
1141060862837703,track,440829,True,,,-0.4890625,-0.30625,2.140867658479004,-0.002511105599627838,-1.247417080004065,0.08,4.91,12.8,0.0,0.6,359.0,-5.632578585706652,1458,1644
1141060882819584,track,440830,True,,,-0.46875,-0.31666666666666665,2.195890567054654,-0.0016322186397580948,-1.2886954873128114,0.05,4.91,12.8,0.0,0.6,359.0,-5.392825161516667,1460,1644
1141060902815152,track,440830,True,,,-0.46875,-0.31666666666666665,2.195890567054654,-0.0016322186397580948,-1.2886954873128114,0.05,4.91,12.8,0.0,0.6,359.0,-5.385,1460,1644
1141060922828211,track,440831,True,,,-0.4484375,-0.32916666666666666,2.2397791537315124,-0.0010609421158427616,-1.3379789680360428,0.05,4.91,12.8,0.0,0.6,359.0,-5.144905057959258,1462,1644
1141060942896141,track,440832,True,,,-0.425,-0.3458333333333333,2.276126380642792,-0.000689612375297795,-1.4032523403620507,0.05,4.91,12.307692307692308,0.0,0.6,359.0,-4.9040751487389205,1463,1644
1141060962813963,track,440832,True,,,-0.425,-0.3458333333333333,2.276126380642792,-0.000689612375297795,-1.4032523403620507,0.05,4.91,12.307692307692308,0.0,0.6,359.0,-4.859999999999999,1464,1644
1141060982843508,track,440833,True,,,-0.403125,-0.35833333333333334,2.3148647921719103,-0.00044824804394356677,-1.4518693310626816,0.02,4.91,12.307692307692308,0.0,0.6,359.0,-4.619686019271612,1466,1642
1141061002847622,track,440833,True,,,-0.403125,-0.35833333333333334,2.3148647921719103,-0.00044824804394356677,-1.4518693310626816,0.02,4.91,12.307692307692308,0.0,0.6,359.0,-4.5975,1466,1642
1141061022911947,track,440834,True,,,-0.38125,-0.37083333333333335,2.34783035779848,-0.0002913612285633184,-1.5001887248815926,0.02,4.91,12.307692307692308,0.0,0.6,359.0,-4.356784378029406,1467,1642
1141061042929748,track,440835,True,,,-0.35625,-0.3770833333333333,2.412021735307731,-0.00018938479856615698,-1.5242347075078202,0.02,4.91,12.307692307692308,0.0,0.6,359.0,-4.116706954166293,1469,1642
1141061062813115,track,440835,True,,,-0.35625,-0.3770833333333333,2.412021735307731,-0.00018938479856615698,-1.5242347075078202,0.02,4.91,12.307692307692308,0.0,0.6,359.0,-4.035,1470,1642
1141061082848272,track,440836,True,,,-0.334375,-0.3770833333333333,2.4876284177411208,-0.00012310011906800205,-1.5242347075078202,0.0,4.91,12.307692307692308,0.0,0.6,359.0,-3.7946558751538397,1472,1642
1141061102866600,track,440836,True,,,-0.334375,-0.3770833333333333,2.4876284177411208,-0.00012310011906800205,-1.5242347075078202,0.0,4.91,12.307692307692308,0.0,0.6,359.0,-3.7724999999999995,1472,1642
1141061122851768,track,440837,True,,,-0.3125,-0.37083333333333335,2.58821275461949,-8.001507739420133e-05,-1.5001887248815926,0.0,4.91,12.307692307692308,0.0,0.6,359.0,-3.5326586496457453,1474,1642
1141061142859798,track,440838,True,,,-0.2890625,-0.35833333333333334,2.720534241456178,-5.200980030623087e-05,-1.4518693310626816,0.0,4.91,12.307692307692308,-0.3,1.0,349.0,-3.2925908258557315,1475,1642
1141061162774481,track,440838,True,,,-0.2890625,-0.35833333333333334,2.720534241456178,-5.200980030623087e-05,-1.4518693310626816,0.0,4.91,12.307692307692308,-0.3,1.0,349.0,-3.22875,1476,1642
1141061182790544,track,440839,True,,,-0.2671875,-0.33958333333333335,2.8757760357611546,-3.3806370199050066e-05,-1.378834433904149,0.0,4.91,12.8,-0.3,1.0,349.0,-2.988619429282844,1478,1643
1141061202857570,track,440839,True,,,-0.2671875,-0.33958333333333335,2.8757760357611546,-3.3806370199050066e-05,-1.378834433904149,0.0,4.91,12.8,-0.3,1.0,349.0,-2.9662500000000005,1478,1643
