local_time,elapsed_s,sample_source,phase,state,state_id,armed,altitude_setpoint_m,altitude_m,vertical_speed_m_s,roll_deg,pitch_deg,yaw_deg,joystick_throttle_pwm,output_throttle_pwm,output_correction_pwm,output_saturated,output_roll_pwm,output_pitch_pwm,output_yaw_pwm,TAKEOFF_ALT,TAKEOFF_RATE,ALT_KP,ALT_KI,ALT_KD,ALT_OUT_LIMIT,HOV_BASELINE
2026-08-06T15:57:39.492+03:00,0.052167,V2_CHANNEL_STATUS,Waiting for bt-app telemetry,,,0,,,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:57:39.560+03:00,0.119986,GLOBAL_POSITION_INT,Reading active takeoff parameters,IDLE,0,0,,0.0,,,,,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:57:39.560+03:00,0.120358,RC_CHANNELS,Reading active takeoff parameters,IDLE,0,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,,,,,
2026-08-06T15:57:39.592+03:00,0.151490,V2_CHANNEL_STATUS,Reading active takeoff parameters,IDLE,0,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,,0,1500,1500,1500,,,20.0,0.0,35.0,150.0,
2026-08-06T15:57:39.690+03:00,0.249780,V2_CHANNEL_STATUS,Arming in MANUAL mode,IDLE,0,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,-660,1,1500,1500,1500,2.0,0.5,20.0,0.0,35.0,150.0,1660
2026-08-06T15:57:39.793+03:00,0.352864,V2_CHANNEL_STATUS,Arming in MANUAL mode,IDLE,0,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,-660,1,1500,1500,1500,2.0,0.5,20.0,0.0,35.0,150.0,1660
2026-08-06T15:57:39.891+03:00,0.451061,V2_CHANNEL_STATUS,Arming in MANUAL mode,IDLE,0,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,-660,1,1500,1500,1500,2.0,0.5,20.0,0.0,35.0,150.0,1660
2026-08-06T15:57:39.994+03:00,0.554312,V2_CHANNEL_STATUS,Arming in MANUAL mode,IDLE,0,0,,0.0,,0.0,0.0,356.9999996891463,1000,1000,-660,1,1500,1500,1500,2.0,0.5,20.0,0.0,35.0,150.0,1660
2026-08-06T15:57:40.051+03:00,0.611321,GLOBAL_POSITION_INT,Arming in MANUAL mode,IDLE,0,0,,0.0,0.0,0.0,0.0,356.9999996891463,1000,1000,-660,1,1500,1500,1500,2.0,0.5,20.0,0.0,35.0,150.0,1660
2026-08-06T15:57:40.052+03:00,0.611596,RC_CHANNELS,Arming in MANUAL mode,IDLE,0,0,,0.0,0.0,0.0,0.0,356.9999996891463,1000,1000,-660,1,1500,1500,1500,2.0,0.5,20.0,0.0,35.0,150.0,1660
