sample_index,time_monotonic_ns,elapsed_s,end_reason,observed_frame_id,observed_timestamp_ns,observed_valid,observed_reason,observed_depth_m,observed_slant_range_m,observed_dx_norm,observed_dy_norm,observed_vx_m_s,observed_vy_m_s,control_frame_id,control_estimate_age_s,control_depth_m,control_slant_range_m,control_dx_norm,control_dy_norm,control_dx_deadbanded,control_dy_deadbanded,control_vx_m_s,control_vy_m_s,phase,result_valid,result_reason,exit_requested,completion_latched,pitch_command_deg,yaw_rate_dps,throttle_correction_rc,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4,trk_pitch_deg,trk_pitch_rate_deg_s,trk_yaw_kp,trk_yaw_max_dps,trk_throttle_kp,trk_throttle_max_rc,trk_deadband,trk_timeout_s,trk_lock_frames,trk_commit_depth_m,trk_commit_s,bf_angle_limit_deg,hover_baseline_rc,bf_yaw_rate_dps
12,328449664206331,0.24003663402982056,target_lost_or_stale,166689,7637484729438,True,,14.821052631578947,17.02779386734875,0.0046875,-0.7541666666666667,4.352054091146035,-2.4616305953044755,166689,0.023422077007126063,14.821052631578947,17.02779386734875,0.0046875,-0.7541666666666667,0.0,-0.7241666666666666,4.352054091146035,-2.4616305953044755,tracking,True,,False,False,-1.2001831701491028,0.0,-72.41666666666666,1500,1510,1588,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
13,328449684182802,0.2600131049985066,target_lost_or_stale,166690,7637516159030,True,,14.821052631578947,17.016404664347608,0.0046875,-0.7520833333333333,4.3549670010377195,-2.4564735740228385,166690,0.009953651984687895,14.821052631578947,17.016404664347608,0.0046875,-0.7520833333333333,0.0,-0.7220833333333333,4.3549670010377195,-2.4564735740228385,tracking,True,,False,False,-1.300065524992533,0.0,-72.20833333333333,1500,1511,1588,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
14,328449704186169,0.2800164720392786,target_lost_or_stale,166690,7637516159030,True,,14.821052631578947,17.016404664347608,0.0046875,-0.7520833333333333,4.3549670010377195,-2.4564735740228385,166690,0.029957019025459886,14.821052631578947,17.016404664347608,0.0046875,-0.7520833333333333,0.0,-0.7220833333333333,4.3549670010377195,-2.4564735740228385,tracking,True,,False,False,-1.400082360196393,0.0,-72.20833333333333,1500,1512,1588,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
15,328449724170864,0.3000011669937521,target_lost_or_stale,166691,7637549350591,True,,14.821052631578947,17.00503937040193,0.0046875,-0.75,4.357877685622746,-2.451306198162795,166691,0.016482723003719002,14.821052631578947,17.00503937040193,0.0046875,-0.75,0.0,-0.72,4.357877685622746,-2.451306198162795,tracking,True,,False,False,-1.5000058349687606,0.0,-72.0,1500,1513,1588,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
16,328449744194528,0.320024830987677,target_lost_or_stale,166692,7637584050647,True,,14.821052631578947,16.99369803348246,0.0046875,-0.7479166666666667,4.360786115840425,-2.4461284618542383,166692,0.003081507980823517,14.821052631578947,16.99369803348246,0.0046875,-0.7479166666666667,0.0,-0.7179166666666666,4.360786115840425,-2.4461284618542383,tracking,True,,False,False,-1.600124154938385,0.0,-71.79166666666667,1500,1513,1588,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
17,328449764222017,0.3400523200398311,target_lost_or_stale,166692,7637584050647,True,,14.821052631578947,16.99369803348246,0.0046875,-0.7479166666666667,4.360786115840425,-2.4461284618542383,166692,0.02310899703297764,14.821052631578947,16.99369803348246,0.0046875,-0.7479166666666667,0.0,-0.7179166666666666,4.360786115840425,-2.4461284618542383,tracking,True,,False,False,-1.7002616001991555,0.0,-71.79166666666667,1500,1514,1588,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
18,328449784173472,0.3600037750438787,target_lost_or_stale,166693,7637615857340,True,,15.087719298245613,17.287934899816136,0.0046875,-0.7458333333333333,4.363692262531644,-2.4409403593536383,166693,0.009627753053791821,15.087719298245613,17.287934899816136,0.0046875,-0.7458333333333333,0.0,-0.7158333333333333,4.363692262531644,-2.4409403593536383,tracking,True,,False,False,-1.8000188752193935,0.0,-71.58333333333333,1500,1515,1589,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
19,328449804181660,0.38001196301775053,target_lost_or_stale,166693,7637615857340,True,,15.087719298245613,17.287934899816136,0.0046875,-0.7458333333333333,4.363692262531644,-2.4409403593536383,166693,0.029635941027663648,15.087719298245613,17.287934899816136,0.0046875,-0.7458333333333333,0.0,-0.7158333333333333,4.363692262531644,-2.4409403593536383,tracking,True,,False,False,-1.9000598150887527,0.0,-71.58333333333333,1500,1516,1589,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
20,328449824167645,0.3999979480286129,target_lost_or_stale,166694,7637649434427,True,,14.821052631578947,16.971087422738986,0.0046875,-0.74375,4.3665960964391495,-2.435741885044963,166694,0.016130073985550553,14.821052631578947,16.971087422738986,0.0046875,-0.74375,0.0,-0.71375,4.3665960964391495,-2.435741885044963,tracking,True,,False,False,-1.9999897401430644,0.0,-71.375,1500,1517,1589,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
21,328449844175208,0.4200055110268295,target_lost_or_stale,166695,7637681976924,True,,14.821052631578947,16.948573216410345,0.0046875,-0.7395833333333334,4.372396708384993,-2.425313799182301,166695,0.0027836899971589446,14.821052631578947,16.948573216410345,0.0046875,-0.7395833333333334,0.0,-0.7095833333333333,4.372396708384993,-2.425313799182301,tracking,True,,False,False,-2.1000275551341474,0.0,-70.95833333333333,1500,1518,1589,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
22,328449864187398,0.44001770101021975,target_lost_or_stale,166695,7637681976924,True,,14.821052631578947,16.948573216410345,0.0046875,-0.7395833333333334,4.372396708384993,-2.425313799182301,166695,0.022795879980549216,14.821052631578947,16.948573216410345,0.0046875,-0.7395833333333334,0.0,-0.7095833333333333,4.372396708384993,-2.425313799182301,tracking,True,,False,False,-2.2000885050510988,0.0,-70.95833333333333,1500,1518,1590,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
23,328449884203131,0.46003343403572217,target_lost_or_stale,166696,7637716304888,True,,14.821052631578947,16.937352385103598,0.0046875,-0.7375,4.375293427420684,-2.420084177042065,166696,0.00931402004789561,14.821052631578947,16.937352385103598,0.0046875,-0.7375,0.0,-0.7075,4.375293427420684,-2.420084177042065,tracking,True,,False,False,-2.300167170178611,0.0,-70.75,1500,1519,1590,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
24,328449904188982,0.48001928499434143,target_lost_or_stale,166696,7637716304888,True,,14.821052631578947,16.937352385103598,0.0046875,-0.7375,4.375293427420684,-2.420084177042065,166696,0.029299871006514877,14.821052631578947,16.937352385103598,0.0046875,-0.7375,0.0,-0.7075,4.375293427420684,-2.420084177042065,tracking,True,,False,False,-2.400096424971707,0.0,-70.75,1500,1520,1590,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
25,328449924186008,0.5000163110089488,target_lost_or_stale,166697,7637744332016,True,,15.087719298245613,17.219325066128867,0.0046875,-0.7333333333333333,4.381079543383235,-2.4095937488607793,166697,0.015917184995487332,15.087719298245613,17.219325066128867,0.0046875,-0.7333333333333333,0.0,-0.7033333333333333,4.381079543383235,-2.4095937488607793,tracking,True,,False,False,-2.500081555044744,0.0,-70.33333333333333,1500,1521,1590,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
26,328449944202658,0.5200329610379413,target_lost_or_stale,166698,7637777636780,True,,15.087719298245613,17.1966528362271,0.0046875,-0.7291666666666666,4.386855697761927,-2.399061709713554,166698,0.0023906780406832695,15.087719298245613,17.1966528362271,0.0046875,-0.7291666666666666,0.0,-0.6991666666666666,4.386855697761927,-2.399061709713554,tracking,True,,False,False,-2.6001648051897064,0.0,-69.91666666666666,1500,1522,1591,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
27,328449964192800,0.5400231030071154,target_lost_or_stale,166698,7637777636780,True,,15.087719298245613,17.1966528362271,0.0046875,-0.7291666666666666,4.386855697761927,-2.399061709713554,166698,0.022380820009857416,15.087719298245613,17.1966528362271,0.0046875,-0.7291666666666666,0.0,-0.6991666666666666,4.386855697761927,-2.399061709713554,tracking,True,,False,False,-2.700115515035577,0.0,-69.91666666666666,1500,1523,1591,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
28,328449984179622,0.5600099250441417,target_lost_or_stale,166699,7637810777047,True,,15.087719298245613,17.174080117607,0.0046875,-0.725,4.392621650686841,-2.3884880225609697,166699,0.0089873630204238,15.087719298245613,17.174080117607,0.0046875,-0.725,0.0,-0.695,4.392621650686841,-2.3884880225609697,tracking,True,,False,False,-2.8000496252207085,0.0,-69.5,1500,1523,1591,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
29,328450004185280,0.5800155830220319,target_lost_or_stale,166699,7637810777047,True,,15.087719298245613,17.174080117607,0.0046875,-0.725,4.392621650686841,-2.3884880225609697,166699,0.028993020998314023,15.087719298245613,17.174080117607,0.0046875,-0.725,0.0,-0.695,4.392621650686841,-2.3884880225609697,tracking,True,,False,False,-2.9000779151101597,0.0,-69.5,1500,1524,1591,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
30,328450024171616,0.6000019190250896,target_lost_or_stale,166700,7637843526119,True,,15.087719298245613,17.151607303160063,0.0046875,-0.7208333333333333,4.398377160762358,-2.3778726525371496,166700,0.015499975008424371,15.087719298245613,17.151607303160063,0.0046875,-0.7208333333333333,0.0,-0.6908333333333333,4.398377160762358,-2.3778726525371496,tracking,True,,False,False,-3.000009595125448,0.0,-69.08333333333333,1500,1525,1592,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
31,328450044192197,0.6200224999920465,target_lost_or_stale,166701,7637876383425,True,,15.087719298245613,17.129234786096138,0.0046875,-0.7166666666666667,4.404121985078255,-2.367215566979562,166701,0.002012142969761044,15.087719298245613,17.129234786096138,0.0046875,-0.7166666666666667,0.0,-0.6866666666666666,4.404121985078255,-2.367215566979562,tracking,True,,False,False,-3.1001124999602325,0.0,-68.66666666666667,1500,1526,1592,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
32,328450064197663,0.640027966001071,target_lost_or_stale,166701,7637876383425,True,,15.087719298245613,17.129234786096138,0.0046875,-0.7166666666666667,4.404121985078255,-2.367215566979562,166701,0.022017608978785574,15.087719298245613,17.129234786096138,0.0046875,-0.7166666666666667,0.0,-0.6866666666666666,4.404121985078255,-2.367215566979562,tracking,True,,False,False,-3.200139830005355,0.0,-68.66666666666667,1500,1527,1592,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
33,328450084184827,0.6600151300081052,target_lost_or_stale,166702,7637909909272,True,,15.087719298245613,17.10696295992253,0.0046875,-0.7125,4.40985587922126,-2.356516735458861,166702,0.008634030004031956,15.087719298245613,17.10696295992253,0.0046875,-0.7125,0.0,-0.6825,4.40985587922126,-2.356516735458861,tracking,True,,False,False,-3.300075650040526,0.0,-68.25,1500,1528,1593,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
34,328450104177919,0.6800082219997421,target_lost_or_stale,166702,7637909909272,True,,15.087719298245613,17.10696295992253,0.0046875,-0.7125,4.40985587922126,-2.356516735458861,166702,0.02862712199566886,15.087719298245613,17.10696295992253,0.0046875,-0.7125,0.0,-0.6825,4.40985587922126,-2.356516735458861,tracking,True,,False,False,-3.4000411099987105,0.0,-68.25,1500,1528,1593,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
35,328450124185702,0.7000160050229169,target_lost_or_stale,166703,7637942542532,True,,15.087719298245613,17.084792218422784,0.0046875,-0.7083333333333334,4.415578597287054,-2.3457761298087476,166703,0.015153197979088873,15.087719298245613,17.084792218422784,0.0046875,-0.7083333333333334,0.0,-0.6783333333333333,4.415578597287054,-2.3457761298087476,tracking,True,,False,False,-3.5000800251145847,0.0,-67.83333333333333,1500,1529,1593,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
36,328450144188338,0.7200186410336755,target_lost_or_stale,166704,7637975186625,True,,15.087719298245613,17.062722955635216,0.0046875,-0.7041666666666667,4.4212898918927275,-2.3349937241558467,166704,0.0017397490446455777,15.087719298245613,17.062722955635216,0.0046875,-0.7041666666666667,0.0,-0.6741666666666667,4.4212898918927275,-2.3349937241558467,tracking,True,,False,False,-3.6000932051683776,0.0,-67.41666666666667,1500,1530,1594,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
37,328450164196279,0.7400265820324421,target_lost_or_stale,166704,7637975186625,True,,15.087719298245613,17.062722955635216,0.0046875,-0.7041666666666667,4.4212898918927275,-2.3349937241558467,166704,0.02174769004341215,15.087719298245613,17.062722955635216,0.0046875,-0.7041666666666667,0.0,-0.6741666666666667,4.4212898918927275,-2.3349937241558467,tracking,True,,False,False,-3.7001329101622105,0.0,-67.41666666666667,1500,1531,1594,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
38,328450184171078,0.7600013810442761,target_lost_or_stale,166705,7638008311552,True,,15.087719298245613,17.040755565831148,0.0046875,-0.7,4.426989514189717,-2.3241694949496017,166705,0.008236563007812947,15.087719298245613,17.040755565831148,0.0046875,-0.7,0.0,-0.6699999999999999,4.426989514189717,-2.3241694949496017,tracking,True,,False,False,-3.8000069052213803,0.0,-67.0,1500,1532,1594,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
39,328450204199893,0.7800301960087381,target_lost_or_stale,166705,7638008311552,True,,15.087719298245613,17.040755565831148,0.0046875,-0.7,4.426989514189717,-2.3241694949496017,166705,0.02826537797227502,15.087719298245613,17.040755565831148,0.0046875,-0.7,0.0,-0.6699999999999999,4.426989514189717,-2.3241694949496017,tracking,True,,False,False,-3.9001509800436907,0.0,-67.0,1500,1533,1595,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
40,328450224191010,0.8000213130144402,target_lost_or_stale,166706,7638041359461,True,,15.087719298245613,17.01889044349285,0.0046875,-0.6958333333333333,4.432677213877184,-2.3133034209921552,166706,0.014838268980383873,15.087719298245613,17.01889044349285,0.0046875,-0.6958333333333333,0.0,-0.6658333333333333,4.432677213877184,-2.3133034209921552,tracking,True,,False,False,-4.000106565072201,0.0,-66.58333333333333,1500,1533,1595,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
41,328450244195652,0.8200259550358169,target_lost_or_stale,166707,7638074170055,True,,15.087719298245613,16.997127983291247,0.0046875,-0.6916666666666667,4.438352739215875,-2.3023954834682354,166707,0.00133973901392892,15.087719298245613,16.997127983291247,0.0046875,-0.6916666666666667,0.0,-0.6616666666666666,4.438352739215875,-2.3023954834682354,tracking,True,,False,False,-4.100129775179084,0.0,-66.16666666666666,1500,1534,1596,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
42,328450264225351,0.8400556540000252,target_lost_or_stale,166707,7638074170055,True,,15.087719298245613,16.997127983291247,0.0046875,-0.6916666666666667,4.438352739215875,-2.3023954834682354,166707,0.021369437978137285,15.087719298245613,16.997127983291247,0.0046875,-0.6916666666666667,0.0,-0.6616666666666666,4.438352739215875,-2.3023954834682354,tracking,True,,False,False,-4.200278270000126,0.0,-66.16666666666666,1500,1535,1596,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
43,328450284197844,0.8600281469989568,target_lost_or_stale,166708,7638108206414,True,,15.087719298245613,16.953912628789006,0.0046875,-0.6833333333333333,4.449666252784379,-2.280453954551994,166708,0.007886848994530737,15.087719298245613,16.953912628789006,0.0046875,-0.6833333333333333,0.0,-0.6533333333333333,4.449666252784379,-2.280453954551994,tracking,True,,False,False,-4.300140734994784,0.0,-65.33333333333333,1500,1536,1597,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
44,328450304183696,0.880013999005314,target_lost_or_stale,166708,7638108206414,True,,15.087719298245613,16.953912628789006,0.0046875,-0.6833333333333333,4.449666252784379,-2.280453954551994,166708,0.0278727010008879,15.087719298245613,16.953912628789006,0.0046875,-0.6833333333333333,0.0,-0.6533333333333333,4.449666252784379,-2.280453954551994,tracking,True,,False,False,-4.40006999502657,0.0,-65.33333333333333,1500,1537,1597,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
45,328450324195707,0.9000260100001469,target_lost_or_stale,166709,7638140412876,True,,15.087719298245613,16.93246052456849,0.0046875,-0.6791666666666667,4.455303730475052,-2.2694203377107294,166709,0.014441354956943542,15.087719298245613,16.93246052456849,0.0046875,-0.6791666666666667,0.0,-0.6491666666666667,4.455303730475052,-2.2694203377107294,tracking,True,,False,False,-4.500130050000735,0.0,-64.91666666666667,1500,1538,1597,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
46,328450344180027,0.9200103300390765,target_lost_or_stale,166710,7638173418042,True,,15.087719298245613,16.9112276847871,0.00625,-0.675,4.46092801276976,-2.258344806464691,166710,0.0009374860092066228,15.087719298245613,16.9112276847871,0.00625,-0.675,0.0,-0.645,4.46092801276976,-2.258344806464691,tracking,True,,False,False,-4.6000516501953825,0.0,-64.5,1500,1538,1598,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
47,328450364182072,0.9400123750092462,target_lost_or_stale,166710,7638173418042,True,,15.087719298245613,16.9112276847871,0.00625,-0.675,4.46092801276976,-2.258344806464691,166710,0.020939530979376286,15.087719298245613,16.9112276847871,0.00625,-0.675,0.0,-0.645,4.46092801276976,-2.258344806464691,tracking,True,,False,False,-4.700061875046231,0.0,-64.5,1500,1539,1598,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
