sample_index,time_monotonic_ns,elapsed_s,end_reason,observed_frame_id,observed_timestamp_ns,observed_valid,observed_reason,observed_depth_m,observed_slant_range_m,observed_dx_norm,observed_dy_norm,observed_vx_m_s,observed_vy_m_s,control_frame_id,control_estimate_age_s,control_depth_m,control_slant_range_m,control_dx_norm,control_dy_norm,control_dx_deadbanded,control_dy_deadbanded,control_vx_m_s,control_vy_m_s,phase,result_valid,result_reason,exit_requested,completion_latched,pitch_command_deg,yaw_rate_dps,throttle_correction_rc,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4,trk_pitch_deg,trk_pitch_rate_deg_s,trk_yaw_kp,trk_yaw_max_dps,trk_throttle_kp,trk_throttle_max_rc,trk_deadband,trk_timeout_s,trk_lock_frames,trk_commit_depth_m,trk_commit_s,bf_angle_limit_deg,hover_baseline_rc,bf_yaw_rate_dps
242,326440535416331,4.840009069012012,target_lost_or_stale,105892,5628340901012,True,,16.842105263157894,16.98479848280176,0.0140625,0.17291666666666666,4.958475942932437,0.6430523488490505,105892,0.014322135015390813,16.842105263157894,16.98479848280176,0.0140625,0.17291666666666666,0.0,0.14291666666666666,4.958475942932437,0.6430523488490505,tracking,True,,False,False,-10.0,0.0,14.291666666666666,1500,1583,1684,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
243,326440555436173,4.860028910974506,target_lost_or_stale,105893,5628373745193,True,,16.842105263157894,16.962093145544163,0.0140625,0.15833333333333333,4.9651146170179,0.5896073607708756,105893,0.0008795229950919747,16.842105263157894,16.962093145544163,0.0140625,0.15833333333333333,0.0,0.12833333333333333,4.9651146170179,0.5896073607708756,tracking,True,,False,False,-10.0,0.0,12.833333333333332,1500,1583,1683,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
244,326440575415469,4.880008206993807,target_lost_or_stale,105893,5628373745193,True,,16.842105263157894,16.962093145544163,0.0140625,0.15833333333333333,4.9651146170179,0.5896073607708756,105893,0.020858819014392793,16.842105263157894,16.962093145544163,0.0140625,0.15833333333333333,0.0,0.12833333333333333,4.9651146170179,0.5896073607708756,tracking,True,,False,False,-10.0,0.0,12.833333333333332,1500,1583,1683,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
245,326440595401962,4.899994699982926,target_lost_or_stale,105894,5628406714125,True,,16.842105263157894,16.93040177181642,0.0140625,0.13541666666666666,4.974410443272702,0.5052135606448838,105894,0.0073401620029471815,16.842105263157894,16.93040177181642,0.0140625,0.13541666666666666,0.0,0.10541666666666666,4.974410443272702,0.5052135606448838,tracking,True,,False,False,-10.0,0.0,10.541666666666666,1500,1583,1681,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
246,326440615401692,4.919994429976214,target_lost_or_stale,105894,5628406714125,True,,16.842105263157894,16.93040177181642,0.0140625,0.13541666666666666,4.974410443272702,0.5052135606448838,105894,0.027339891996234655,16.842105263157894,16.93040177181642,0.0140625,0.13541666666666666,0.0,0.10541666666666666,4.974410443272702,0.5052135606448838,tracking,True,,False,False,-10.0,0.0,10.541666666666666,1500,1583,1681,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
247,326440635416653,4.940009390993509,target_lost_or_stale,105895,5628439745001,True,,16.842105263157894,16.901416944648222,0.0140625,0.11041666666666666,4.982942906652653,0.41264995945717287,105895,0.013923485006671399,16.842105263157894,16.901416944648222,0.0140625,0.11041666666666666,0.0,0.08041666666666666,4.982942906652653,0.41264995945717287,tracking,True,,False,False,-10.0,0.0,8.041666666666666,1500,1583,1678,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
248,326440655398816,4.959991553972941,target_lost_or_stale,105896,5628472653668,True,,16.842105263157894,16.878291717526956,0.0140625,0.08541666666666667,4.989771462956045,0.3196572343456217,105896,0.0003752139746211469,16.842105263157894,16.878291717526956,0.0140625,0.08541666666666667,0.0,0.05541666666666667,4.989771462956045,0.3196572343456217,tracking,True,,False,False,-10.0,0.0,5.541666666666667,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
249,326440675423635,4.980016372981481,target_lost_or_stale,105896,5628472653668,True,,16.842105263157894,16.878291717526956,0.0140625,0.08541666666666667,4.989771462956045,0.3196572343456217,105896,0.02040003298316151,16.842105263157894,16.878291717526956,0.0140625,0.08541666666666667,0.0,0.05541666666666667,4.989771462956045,0.3196572343456217,tracking,True,,False,False,-10.0,0.0,5.541666666666667,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
250,326440695426910,5.000019647995941,target_lost_or_stale,105897,5628505736741,True,,16.842105263157894,16.86105020010365,0.0140625,0.06041666666666667,4.994874834340055,0.22633026593103373,105897,0.007002553029451519,16.842105263157894,16.86105020010365,0.0140625,0.06041666666666667,0.0,0.030416666666666668,4.994874834340055,0.22633026593103373,tracking,True,,False,False,-10.0,0.0,3.041666666666667,1500,1583,1673,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
251,326440715398023,5.019990761007648,target_lost_or_stale,105897,5628505736741,True,,16.842105263157894,16.86105020010365,0.0140625,0.06041666666666667,4.994874834340055,0.22633026593103373,105897,0.02697366604115814,16.842105263157894,16.86105020010365,0.0140625,0.06041666666666667,0.0,0.030416666666666668,4.994874834340055,0.22633026593103373,tracking,True,,False,False,-10.0,0.0,3.041666666666667,1500,1583,1673,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
252,326440735389312,5.03998204995878,target_lost_or_stale,105898,5628538353986,True,,16.842105263157894,16.85118998403722,0.0140625,0.03958333333333333,4.99779808624117,0.14837213068528476,105898,0.013444572978187352,16.842105263157894,16.85118998403722,0.0140625,0.03958333333333333,0.0,0.009583333333333333,4.99779808624117,0.14837213068528476,tracking,True,,False,False,-10.0,0.0,0.9583333333333333,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
253,326440755505858,5.0600985959754325,target_lost_or_stale,105900,5628604320621,True,,16.842105263157894,16.845435526009464,0.0140625,0.01875,4.999505688547182,0.07030554874519475,105900,7.790001109242439e-05,16.842105263157894,16.845435526009464,0.0140625,0.01875,0.0,0.0,4.999505688547182,0.07030554874519475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
254,326440775387281,5.079980019014329,target_lost_or_stale,105900,5628604320621,True,,16.842105263157894,16.845435526009464,0.0140625,0.01875,4.999505688547182,0.07030554874519475,105900,0.019959323049988598,16.842105263157894,16.845435526009464,0.0140625,0.01875,0.0,0.0,4.999505688547182,0.07030554874519475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
255,326440795409972,5.100002710008994,target_lost_or_stale,105901,5628637398207,True,,16.842105263157894,16.845435526009464,0.0140625,0.01875,4.999505688547182,0.07030554874519475,105901,0.006514306005556136,16.842105263157894,16.845435526009464,0.0140625,0.01875,0.0,0.0,4.999505688547182,0.07030554874519475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
256,326440815371212,5.119963950011879,target_lost_or_stale,105901,5628637398207,True,,16.842105263157894,16.845435526009464,0.0140625,0.01875,4.999505688547182,0.07030554874519475,105901,0.026475546008441597,16.842105263157894,16.845435526009464,0.0140625,0.01875,0.0,0.0,4.999505688547182,0.07030554874519475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
257,326440835346277,5.139939014974516,target_lost_or_stale,105902,5628670426859,True,,16.842105263157894,16.84724428175708,0.0140625,0.027083333333333334,4.998968824943715,0.1015415542566692,105902,0.013031545968260616,16.842105263157894,16.84724428175708,0.0140625,0.027083333333333334,0.0,0.0,4.998968824943715,0.1015415542566692,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
258,326440855406059,5.1599987969966605,target_lost_or_stale,105902,5628670426859,True,,16.842105263157894,16.84724428175708,0.0140625,0.027083333333333334,4.998968824943715,0.1015415542566692,105902,0.03309132799040526,16.842105263157894,16.84724428175708,0.0140625,0.027083333333333334,0.0,0.0,4.998968824943715,0.1015415542566692,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
259,326440875405213,5.179997950966936,target_lost_or_stale,105903,5628703280257,True,,16.842105263157894,16.852833754006063,0.0140625,0.04375,4.997310521155662,0.16397425147542014,105903,0.01971436000894755,16.842105263157894,16.852833754006063,0.0140625,0.04375,0.0,0.013749999999999998,4.997310521155662,0.16397425147542014,tracking,True,,False,False,-10.0,0.0,1.3749999999999998,1500,1583,1672,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
260,326440895378851,5.199971588968765,target_lost_or_stale,105904,5628736300534,True,,16.842105263157894,16.86226178708471,0.0140625,0.0625,4.99451587184919,0.2341179314929308,105904,0.006170224980451167,16.842105263157894,16.86226178708471,0.0140625,0.0625,0.0,0.0325,4.99451587184919,0.2341179314929308,tracking,True,,False,False,-10.0,0.0,3.25,1500,1583,1673,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
261,326440915411117,5.220003855007235,target_lost_or_stale,105904,5628736300534,True,,16.842105263157894,16.86226178708471,0.0140625,0.0625,4.99451587184919,0.2341179314929308,105904,0.026202491018921137,16.842105263157894,16.86226178708471,0.0140625,0.0625,0.0,0.0325,4.99451587184919,0.2341179314929308,tracking,True,,False,False,-10.0,0.0,3.25,1500,1583,1673,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
262,326440935398500,5.2399912379914895,target_lost_or_stale,105905,5628769451605,True,,16.842105263157894,16.876629910000204,0.0140625,0.08333333333333333,4.990262892414443,0.3118914307759027,105905,0.012729150999803096,16.842105263157894,16.876629910000204,0.0140625,0.08333333333333333,0.0,0.05333333333333333,4.990262892414443,0.3118914307759027,tracking,True,,False,False,-10.0,0.0,5.333333333333333,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
263,326440955424440,5.260017177963164,target_lost_or_stale,105905,5628769451605,True,,16.842105263157894,16.876629910000204,0.0140625,0.08333333333333333,4.990262892414443,0.3118914307759027,105905,0.03275509097147733,16.842105263157894,16.876629910000204,0.0140625,0.08333333333333333,0.0,0.05333333333333333,4.990262892414443,0.3118914307759027,tracking,True,,False,False,-10.0,0.0,5.333333333333333,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
264,326440975420384,5.28001312201377,target_lost_or_stale,105906,5628802351316,True,,16.421052631578945,16.473087785571217,0.015625,0.10416666666666667,4.9848107067462175,0.38943833646454823,105906,0.01931033399887383,16.421052631578945,16.473087785571217,0.015625,0.10416666666666667,0.0,0.07416666666666667,4.9848107067462175,0.38943833646454823,tracking,True,,False,False,-10.0,0.0,7.416666666666667,1500,1583,1678,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
265,326440995411565,5.3000043029896915,target_lost_or_stale,105907,5628835867061,True,,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,4.9795933857286085,0.45127565058165514,105907,0.005854854010976851,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,0.0,0.09083333333333334,4.9795933857286085,0.45127565058165514,tracking,True,,False,False,-10.0,0.0,9.083333333333334,1500,1583,1679,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
266,326441015418726,5.320011464005802,target_lost_or_stale,105907,5628835867061,True,,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,4.9795933857286085,0.45127565058165514,105907,0.025862015027087182,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,0.0,0.09083333333333334,4.9795933857286085,0.45127565058165514,tracking,True,,False,False,-10.0,0.0,9.083333333333334,1500,1583,1679,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
267,326441035409009,5.340001747012138,target_lost_or_stale,105908,5628868893050,True,,16.421052631578945,16.50241510749847,0.015625,0.13125,4.975949789872176,0.48982005744054224,105908,0.012357377039734274,16.421052631578945,16.50241510749847,0.015625,0.13125,0.0,0.10125,4.975949789872176,0.48982005744054224,tracking,True,,False,False,-10.0,0.0,10.125,1500,1583,1680,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
268,326441055423240,5.360015977988951,target_lost_or_stale,105908,5628868893050,True,,16.421052631578945,16.50241510749847,0.015625,0.13125,4.975949789872176,0.48982005744054224,105908,0.032371608016546816,16.421052631578945,16.50241510749847,0.015625,0.13125,0.0,0.10125,4.975949789872176,0.48982005744054224,tracking,True,,False,False,-10.0,0.0,10.125,1500,1583,1680,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
269,326441075410788,5.380003525991924,target_lost_or_stale,105909,5628901709868,True,,16.421052631578945,16.507520596266097,0.015625,0.13541666666666666,4.974410443272702,0.5052135606448838,105909,0.018959434994030744,16.421052631578945,16.507520596266097,0.015625,0.13541666666666666,0.0,0.10541666666666666,4.974410443272702,0.5052135606448838,tracking,True,,False,False,-10.0,0.0,10.541666666666666,1500,1583,1681,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
270,326441095411914,5.400004651979543,target_lost_or_stale,105910,5628935256432,True,,16.421052631578945,16.50241510749847,0.015625,0.13125,4.975949789872176,0.48982005744054224,105910,0.005499207996763289,16.421052631578945,16.50241510749847,0.015625,0.13125,0.0,0.10125,4.975949789872176,0.48982005744054224,tracking,True,,False,False,-10.0,0.0,10.125,1500,1583,1680,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
271,326441115420427,5.420013164984994,target_lost_or_stale,105910,5628935256432,True,,16.421052631578945,16.50241510749847,0.015625,0.13125,4.975949789872176,0.48982005744054224,105910,0.025507721002213657,16.421052631578945,16.50241510749847,0.015625,0.13125,0.0,0.10125,4.975949789872176,0.48982005744054224,tracking,True,,False,False,-10.0,0.0,10.125,1500,1583,1680,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
272,326441135429663,5.4400224009878,target_lost_or_stale,105911,5628967935626,True,,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,4.9795933857286085,0.45127565058165514,105911,0.012069632997736335,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,0.0,0.09083333333333334,4.9795933857286085,0.45127565058165514,tracking,True,,False,False,-10.0,0.0,9.083333333333334,1500,1583,1679,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
273,326441155405566,5.459998303966131,target_lost_or_stale,105911,5628967935626,True,,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,4.9795933857286085,0.45127565058165514,105911,0.032045535976067185,16.421052631578945,16.490343119686322,0.015625,0.12083333333333333,0.0,0.09083333333333334,4.9795933857286085,0.45127565058165514,tracking,True,,False,False,-10.0,0.0,9.083333333333334,1500,1583,1679,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
274,326441175407641,5.480000378971454,target_lost_or_stale,105912,5629001588755,True,,16.421052631578945,16.473087785571217,0.015625,0.10416666666666667,4.9848107067462175,0.38943833646454823,105912,0.01859765499830246,16.421052631578945,16.473087785571217,0.015625,0.10416666666666667,0.0,0.07416666666666667,4.9848107067462175,0.38943833646454823,tracking,True,,False,False,-10.0,0.0,7.416666666666667,1500,1583,1678,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
275,326441195401878,5.4999946159659885,target_lost_or_stale,105913,5629034245122,True,,16.0,16.033168744823964,0.015625,0.08333333333333333,4.990262892414442,0.31189143077590264,105913,0.0051736870082095265,16.0,16.033168744823964,0.015625,0.08333333333333333,0.0,0.05333333333333333,4.990262892414442,0.31189143077590264,tracking,True,,False,False,-10.0,0.0,5.333333333333333,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
276,326441215427712,5.52002044999972,target_lost_or_stale,105913,5629034245122,True,,16.0,16.033168744823964,0.015625,0.08333333333333333,4.990262892414442,0.31189143077590264,105913,0.025199521041940898,16.0,16.033168744823964,0.015625,0.08333333333333333,0.0,0.05333333333333333,4.990262892414442,0.31189143077590264,tracking,True,,False,False,-10.0,0.0,5.333333333333333,1500,1583,1676,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
277,326441235393203,5.5399859409662895,target_lost_or_stale,105914,5629067260377,True,,16.0,16.01725631935757,0.015625,0.058333333333333334,4.995221702127504,0.21854094946807825,105914,0.011768533964641392,16.0,16.01725631935757,0.015625,0.058333333333333334,0.0,0.028333333333333335,4.995221702127504,0.21854094946807825,tracking,True,,False,False,-10.0,0.0,2.8333333333333335,1500,1583,1673,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
278,326441255418602,5.560011340014171,target_lost_or_stale,105914,5629067260377,True,,16.0,16.01725631935757,0.015625,0.058333333333333334,4.995221702127504,0.21854094946807825,105914,0.03179393301252276,16.0,16.01725631935757,0.015625,0.058333333333333334,0.0,0.028333333333333335,4.995221702127504,0.21854094946807825,tracking,True,,False,False,-10.0,0.0,2.8333333333333335,1500,1583,1673,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
279,326441275413381,5.580006118980236,target_lost_or_stale,105915,5629100992228,True,,16.0,16.007595853219183,0.015625,0.035416666666666666,4.998237016855802,0.13276567076023224,105915,0.018274364003445953,16.0,16.007595853219183,0.015625,0.035416666666666666,0.0,0.005416666666666667,4.998237016855802,0.13276567076023224,tracking,True,,False,False,-10.0,0.0,0.5416666666666667,1500,1583,1671,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
280,326441295383811,5.59997654898325,target_lost_or_stale,105916,5629133430968,True,,16.0,16.002656029547094,0.015625,0.0125,4.999780287920369,0.046872940199253456,105916,0.0048249930259771645,16.0,16.002656029547094,0.015625,0.0125,0.0,0.0,4.999780287920369,0.046872940199253456,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
281,326441315401781,5.619994518987369,target_lost_or_stale,105916,5629133430968,True,,16.0,16.002656029547094,0.015625,0.0125,4.999780287920369,0.046872940199253456,105916,0.024842963030096143,16.0,16.002656029547094,0.015625,0.0125,0.0,0.0,4.999780287920369,0.046872940199253456,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
282,326441335395531,5.639988268958405,target_lost_or_stale,105917,5629167058498,True,,16.0,16.0020311210796,0.015625,-0.004166666666666667,4.999975586116312,-0.015624923706613475,105917,0.011356006958521903,16.0,16.0020311210796,0.015625,-0.004166666666666667,0.0,0.0,4.999975586116312,-0.015624923706613475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
283,326441355392307,5.659985044971108,target_lost_or_stale,105917,5629167058498,True,,16.0,16.0020311210796,0.015625,-0.004166666666666667,4.999975586116312,-0.015624923706613475,105917,0.03135278297122568,16.0,16.0020311210796,0.015625,-0.004166666666666667,0.0,0.0,4.999975586116312,-0.015624923706613475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
284,326441375409189,5.68000192695763,target_lost_or_stale,105918,5629200204511,True,,16.0,16.002909891641583,0.015625,-0.014583333333333334,4.999700954564966,-0.054684229190554316,105918,0.017967112944461405,16.0,16.002909891641583,0.015625,-0.014583333333333334,0.0,0.0,4.999700954564966,-0.054684229190554316,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
285,326441395388516,5.699981254001614,target_lost_or_stale,105919,5629233540756,True,,16.0,16.003202804438867,0.015625,-0.016666666666666666,4.999609420770407,-0.06249511775963009,105919,0.0044202120043337345,16.0,16.003202804438867,0.015625,-0.016666666666666666,0.0,0.0,4.999609420770407,-0.06249511775963009,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
286,326441415415950,5.720008687989321,target_lost_or_stale,105919,5629233540756,True,,16.0,16.003202804438867,0.015625,-0.016666666666666666,4.999609420770407,-0.06249511775963009,105919,0.024447645992040634,16.0,16.003202804438867,0.015625,-0.016666666666666666,0.0,0.0,4.999609420770407,-0.06249511775963009,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
287,326441435391158,5.73998389596818,target_lost_or_stale,105920,5629264526519,True,,16.0,16.003202804438867,0.015625,-0.016666666666666666,4.999609420770407,-0.06249511775963009,105920,0.01104878296609968,16.0,16.003202804438867,0.015625,-0.016666666666666666,0.0,0.0,4.999609420770407,-0.06249511775963009,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
288,326441455393944,5.759986681980081,target_lost_or_stale,105920,5629264526519,True,,16.0,16.003202804438867,0.015625,-0.016666666666666666,4.999609420770407,-0.06249511775963009,105920,0.031051568978000432,16.0,16.003202804438867,0.015625,-0.016666666666666666,0.0,0.0,4.999609420770407,-0.06249511775963009,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
289,326441475390223,5.779982960957568,target_lost_or_stale,105921,5629297786899,True,,16.0,16.0020311210796,0.015625,-0.004166666666666667,4.999975586116312,-0.015624923706613475,105921,0.01753150299191475,16.0,16.0020311210796,0.015625,-0.004166666666666667,0.0,0.0,4.999975586116312,-0.015624923706613475,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
290,326441495421754,5.800014492007904,target_lost_or_stale,105922,5629330681208,True,,16.0,16.00226546461469,0.015625,0.008333333333333333,4.999902346610931,0.031249389666318315,105922,0.004194592998828739,16.0,16.00226546461469,0.015625,0.008333333333333333,0.0,0.0,4.999902346610931,0.031249389666318315,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
291,326441515439399,5.820032136980444,target_lost_or_stale,105922,5629330681208,True,,16.0,16.00226546461469,0.015625,0.008333333333333333,4.999902346610931,0.031249389666318315,105922,0.024212237971369177,16.0,16.00226546461469,0.015625,0.008333333333333333,0.0,0.0,4.999902346610931,0.031249389666318315,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
292,326441535395288,5.8399880260112695,target_lost_or_stale,105923,5629364588628,True,,16.0,16.004764915486888,0.015625,0.025,4.999121325424987,0.0937335248517185,105923,0.010729973029810935,16.0,16.004764915486888,0.015625,0.025,0.0,0.0,4.999121325424987,0.0937335248517185,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
293,326441555393206,5.859985944000073,target_lost_or_stale,105923,5629364588628,True,,16.0,16.004764915486888,0.015625,0.025,4.999121325424987,0.0937335248517185,105923,0.030727891018614173,16.0,16.004764915486888,0.015625,0.025,0.0,0.0,4.999121325424987,0.0937335248517185,tracking,True,,False,False,-10.0,0.0,0.0,1500,1583,1670,1500,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
