time_monotonic_ns,state,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
528318982364155,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319002615834,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319022756362,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319042884041,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319063023317,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319083139113,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319103249167,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319123380705,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319143509598,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319163653034,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319183805797,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319203946480,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319224067996,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319244178254,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319264341631,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319284491589,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319304629701,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319324754658,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319344955996,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319365062425,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319385262890,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319405390822,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319425514354,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319445641815,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319465769901,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319485877701,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319506011947,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319526122345,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319546225566,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319566326786,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319586464710,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319606605344,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319626711421,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319646835882,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319666959137,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319687071330,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319707182445,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319727309265,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319747445891,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319767599599,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319787735969,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319807874417,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319828019078,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319848156469,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319868314905,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319888452584,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319908580810,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319928714179,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319948835058,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319968948533,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528319989064709,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320009204317,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320029353569,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320049481923,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320069614309,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320089750312,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320109848015,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320129974161,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320150042578,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320170152405,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320190259649,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320210404457,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320230529875,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320250661386,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320270796759,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320290912462,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320311050614,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320331156962,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320351280661,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320371374300,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320391504369,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320411627973,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320431771390,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320451891089,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320472033893,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320492146941,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320512251253,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320532371701,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320552480564,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320572609540,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320592735855,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320612863017,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320632993259,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320653110720,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320673242650,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320693371634,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320713514990,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320733644249,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320753783247,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320773919078,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320794063985,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320814176661,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320834280902,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320854396561,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320874524491,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320894650912,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320914774937,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320934885875,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320955030366,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320975145427,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528320995253531,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321015362588,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321035496524,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321055616601,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321075724244,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321095854857,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321116024706,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321136145164,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321156274604,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321176401059,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321196536434,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321216671991,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321236803934,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321256937895,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321277073345,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321297183498,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321317293822,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321337431964,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321357569051,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321377704807,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321397833584,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321417958227,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321438055005,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321458149021,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321478263960,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321498381518,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321518493540,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321538643081,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321558756400,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321578886061,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321599032484,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321619153090,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321639237576,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321659371867,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321679520469,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321699628822,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321719740767,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321739873588,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321760007282,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321780151992,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321800257707,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321820405716,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321840557646,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321860693992,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321880826309,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321900958461,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321921068486,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321941183058,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321961299051,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528321981405152,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322001519464,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322021641005,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322041768633,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322061906534,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322082041634,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322102152019,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322122261775,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322142391315,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322162513440,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322182614951,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322202726761,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322222832876,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322242968446,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322263074490,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322283185491,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322303306197,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322323448284,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322343584222,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322363714384,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322383850679,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322403995254,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322424114174,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322444222803,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322464327005,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322484438319,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322504585517,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322524719706,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322544844739,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322564947823,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322585039665,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322605163369,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322625248776,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322645384529,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322665539364,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322685813999,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322705943804,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322726067971,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322746180682,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322766287363,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322786411141,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322806542416,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322826673716,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322846809698,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322866950104,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322887048321,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322907159170,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322927266933,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322947398650,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322967516547,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528322987647303,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323007778426,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323027915258,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323048029927,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323068151129,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323088264116,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323108397879,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323128507172,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323148615207,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323168827358,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323188965197,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323209081910,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323229195285,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323249297377,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323269410202,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323289544151,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323309674535,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323329805406,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323349934978,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323370044951,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323390178093,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323410291950,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323430423930,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323450558609,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323470699741,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323490836310,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323510968861,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323531074113,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323551199555,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323571345035,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323591474568,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323611553199,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323631682656,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323651802918,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323671930107,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323692065848,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323712172088,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323732277137,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323752508760,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323772645436,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323792783680,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323812914268,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323833054920,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323853193660,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323873318538,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323893430818,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323913553753,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323933674565,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323953789617,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323973920597,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528323994093768,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324014204523,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324034345879,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324054464967,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324074619331,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324094742843,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324114872750,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324134990612,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324155106929,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324175214757,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324195314222,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324215431707,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324235578485,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324255681266,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324275805084,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324295925445,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324316032771,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324336140219,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324356284485,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324376402690,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324396521886,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324416624659,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324436727174,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324456831463,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324476935809,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324497095512,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324517309562,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324537437501,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324557542746,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324577650312,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324597753710,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324617864795,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324638011998,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324658124623,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324678229001,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324698331418,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324718437533,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324738564433,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324758674220,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324778771423,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324798894249,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324819018176,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324839142074,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324859253822,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
528324879379002,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
