time_monotonic_ns,state,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
529552585207861,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552605344184,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552625469199,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552645599936,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552665725594,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552685850579,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552705977719,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552726057029,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552746177528,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552766294167,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552786425729,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552806553205,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552826689236,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552846836168,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552866981741,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552887080538,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552907185047,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552927284385,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552947397677,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552967529587,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529552987658459,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553007795119,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553027929186,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553048077706,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553068190633,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553088332043,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553108456661,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553128627999,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553148772675,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553168907891,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553189035560,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553209174105,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553229294807,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553249437376,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553269574364,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553289708454,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553309849641,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553329972565,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553350077778,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553370194308,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553390304958,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553410434650,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553430628760,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553450751497,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553470880950,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553491009190,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553511107957,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553531235881,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553551387603,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553571524621,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553591653111,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553611778502,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553631869743,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553652004753,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553672125324,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553692228132,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553712361460,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553732510672,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553752642463,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553772774599,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553792902517,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553813017099,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553833130765,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553853240041,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553873381808,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553893508634,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553913623367,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553933736498,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553953851101,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553973956554,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529553994095879,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554014208428,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554034337716,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554054469121,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554074596364,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554094710009,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554114866225,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554134980722,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554155065723,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554175172830,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554195288985,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554215430062,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554235552318,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554255684991,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554275808706,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554295914843,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554316054229,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554336161441,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554356275400,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554376386719,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554396493846,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554416619889,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554436746638,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554456859043,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554476982464,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554497042045,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554517146905,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554537254564,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554557386479,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554577512052,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554597642759,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554617778695,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554637889699,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554657997178,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554678107386,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554698208636,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554718332204,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554738441170,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554758591295,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554778716781,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554798840823,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554818973321,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554839079146,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554859224362,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554879341889,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554899477250,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554919604540,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554939730531,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554959854806,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529554980047788,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555000153538,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555020266347,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555040400183,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555060501113,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555080610759,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555100743842,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555120874144,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555140998774,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555161100914,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555181202658,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555201311329,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555221443647,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555241552040,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555261673090,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555281782985,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555301891791,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555322021078,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555342120710,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555362225776,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555382349708,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555402452193,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555422552437,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555442647851,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555462749175,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555482873419,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555503009286,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555523119817,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555543229498,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555563383375,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555583512950,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555603653035,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555623787795,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555643962634,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555664076361,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555684202337,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555704333390,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555724460310,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555744583093,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555764692597,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555784820400,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555804944808,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555825061307,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555845176106,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555865293638,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555885402993,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555905530473,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555925659145,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555945775378,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555965906789,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529555986024014,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556006136076,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556026250302,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556046549255,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556066685281,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556086813183,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556106950913,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556127075963,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556147201664,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556167317991,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556187433671,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556207576020,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556227719876,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556247837276,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556267978564,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556288098336,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556308209338,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556328338575,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556348471465,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556368610646,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556388751198,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556408881578,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556429020079,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556449136729,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556469252712,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556489384070,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556509529903,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556529639874,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556549748520,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556569860656,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556589981089,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556610060141,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556630173789,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556650289594,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556670419069,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556690549668,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556710673657,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556730782498,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556750910012,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556771038752,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556791164645,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556811261853,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556831360556,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556851482926,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556871602449,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556891726122,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556911847862,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556931971532,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556952066017,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556972169703,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529556992271592,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557012383735,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557032528625,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557052641841,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557072767926,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557092898644,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557113029443,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557133149365,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557153278352,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557173422982,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557193569025,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557213691253,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557233852029,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557253994022,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557274149486,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557294273917,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557314418391,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557334578593,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557354709880,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557374846329,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557394993658,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557415109360,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557435217961,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557455356879,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557475492350,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557495611151,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557515730754,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557535841272,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557555966887,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557576083406,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557596227320,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557616357952,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557636489935,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557656627008,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557676764372,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557696879464,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557717019391,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557737140594,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557757254831,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557777381296,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557797511210,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557817641613,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557837754572,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557857868634,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557878009300,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557898124726,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557918236860,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557938353560,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557958483450,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557978594168,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529557998723447,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558018852876,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558038986778,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558059130916,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558079238457,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558099377046,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558119518369,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558139660327,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558159797318,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558179916916,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558200065880,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558220179462,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558240292389,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558260419729,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558280584260,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558300686786,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558320824622,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558340960037,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558361110455,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558381228820,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558401359693,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558421472418,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558441605667,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558461760580,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558481892805,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558502026477,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558522136170,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558542238177,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558562345337,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558582497785,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558602615448,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558622755274,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558642892482,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558663193617,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558683309298,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558703437235,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558723561240,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558743716006,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558763826194,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558783958611,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558804074792,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558824199417,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558844326587,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558864441379,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558884580534,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558904708834,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558924838933,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558944968127,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558965076529,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529558985185297,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559005294361,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559025426315,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559045543389,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559065693989,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559085811630,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559105943430,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559126069340,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559146207208,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559166348104,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559186468215,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559206585148,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559226710401,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559246841897,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559266983810,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559287097337,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559307205414,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559327312563,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559347444357,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559367579015,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559387710404,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559407837928,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559427960611,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559448077790,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559468184370,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559488288562,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559508408045,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559528507846,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559548641589,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559568751136,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559588859069,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559608997756,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559629137221,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559649254081,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559669367985,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559689538173,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559709697145,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559729813906,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559749928927,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559770077891,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559790185292,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559810328319,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559830435748,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559850565347,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559870678106,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559890807757,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559910958138,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559931084846,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559951199710,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559971331385,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529559991454434,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560011596768,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560031738643,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560051880093,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560072024787,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560092139024,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560112261884,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560132407104,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560152549605,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560172683912,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560192872647,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560213004773,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560233134238,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560253256575,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560273384541,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560293530708,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560313664235,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560333803502,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560353933642,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560374068486,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560394181479,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560414309878,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560434441584,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560454581101,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560474719683,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560494844721,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560514950621,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560535057913,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560555164293,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
529560575293699,IDLE,1000,1000,1000,1000,1000,1000,1000,1000
