local_time,elapsed_s,sample_source,phase,state,armed,altitude_setpoint_m,altitude_m,vertical_speed_m_s,roll_deg,pitch_deg,yaw_deg,joystick_roll_pwm,joystick_pitch_pwm,joystick_throttle_pwm,joystick_yaw_pwm,output_roll_pwm,output_pitch_pwm,output_throttle_pwm,output_yaw_pwm,altitude_error_m,pitch_target_deg,pitch_error_deg
2026-08-06T16:58:27.610+03:00,17.195868,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.92,-0.07998908726367134,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.646+03:00,17.231740,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.92,-0.07998908726367134,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.698+03:00,17.283073,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.92,-0.07998908726367134,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.713+03:00,17.298522,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.92,-0.07998908726367134,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.744+03:00,17.329363,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.92,-0.07998908726367134,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.760+03:00,17.345126,GLOBAL_POSITION_INT,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.760+03:00,17.345235,ATTITUDE,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.760+03:00,17.345352,RC_CHANNELS,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.796+03:00,17.381447,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.812+03:00,17.396902,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.848+03:00,17.433183,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.894+03:00,17.479569,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.915+03:00,17.500094,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.946+03:00,17.530924,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:27.997+03:00,17.582079,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1661,1500,,-10.0,-10.0
2026-08-06T16:58:28.012+03:00,17.597521,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,,-10.0,-10.0
2026-08-06T16:58:28.048+03:00,17.633560,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,,-10.0,-10.0
2026-08-06T16:58:28.074+03:00,17.659186,NAMED_VALUE_FLOAT,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.100+03:00,17.685074,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.115+03:00,17.700563,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.146+03:00,17.731484,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.197+03:00,17.782785,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.213+03:00,17.798298,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.249+03:00,17.834313,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.91,-0.01999823819534534,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.08999999999999986,-10.0,-10.0
2026-08-06T16:58:28.264+03:00,17.849739,GLOBAL_POSITION_INT,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.264+03:00,17.849871,ATTITUDE,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.265+03:00,17.849995,RC_CHANNELS,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.301+03:00,17.886059,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1655,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.316+03:00,17.901662,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.347+03:00,17.932582,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.399+03:00,17.983888,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.414+03:00,17.999341,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.450+03:00,18.035276,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.501+03:00,18.086606,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.517+03:00,18.102111,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.548+03:00,18.132946,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.599+03:00,18.184285,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.614+03:00,18.199798,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.650+03:00,18.235861,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.702+03:00,18.287609,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.713+03:00,18.298106,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.749+03:00,18.334353,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,9.96,0.0990841650558597,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.03999999999999915,-10.0,-10.0
2026-08-06T16:58:28.764+03:00,18.349865,GLOBAL_POSITION_INT,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.765+03:00,18.349987,ATTITUDE,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.765+03:00,18.350113,RC_CHANNELS,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.801+03:00,18.386286,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.817+03:00,18.402011,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.848+03:00,18.433083,V2_EXTENSION,Waiting for automatic takeoff to enter ALT_HOLD,5,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1000,1500,1500,1500,1658,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.899+03:00,18.484475,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1658,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.915+03:00,18.500163,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:28.951+03:00,18.536449,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.002+03:00,18.587817,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.018+03:00,18.603285,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.049+03:00,18.634155,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.100+03:00,18.685483,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.116+03:00,18.700924,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.151+03:00,18.736813,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.203+03:00,18.788102,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.218+03:00,18.803560,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.254+03:00,18.839506,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.07998026822410562,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.264+03:00,18.849861,GLOBAL_POSITION_INT,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.265+03:00,18.849969,ATTITUDE,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.265+03:00,18.850087,RC_CHANNELS,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.301+03:00,18.885999,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.316+03:00,18.901423,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.352+03:00,18.937536,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.403+03:00,18.988776,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.414+03:00,18.999142,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.455+03:00,19.040161,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.501+03:00,19.086291,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.516+03:00,19.101742,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.552+03:00,19.137738,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.604+03:00,19.188935,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.619+03:00,19.204499,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.655+03:00,19.240393,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.701+03:00,19.286645,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.717+03:00,19.302185,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.753+03:00,19.338093,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.763+03:00,19.348408,GLOBAL_POSITION_INT,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.763+03:00,19.348528,ATTITUDE,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.763+03:00,19.348643,RC_CHANNELS,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.804+03:00,19.389892,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.815+03:00,19.400299,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.856+03:00,19.441328,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.902+03:00,19.487612,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.918+03:00,19.503160,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:29.954+03:00,19.539194,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.005+03:00,19.590539,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.015+03:00,19.600855,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.056+03:00,19.641862,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.103+03:00,19.687989,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.118+03:00,19.703396,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.154+03:00,19.739335,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.205+03:00,19.790610,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.216+03:00,19.800947,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.257+03:00,19.841951,V2_EXTENSION,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.262+03:00,19.847177,GLOBAL_POSITION_INT,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.262+03:00,19.847274,ATTITUDE,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.262+03:00,19.847377,RC_CHANNELS,Waiting for ALT_HOLD vertical speed to settle,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1500,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.303+03:00,19.888849,V2_EXTENSION,Starting forward pitch hold target=-10.0 deg duration=10.0 s,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1360,1500,1500,1500,1500,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.319+03:00,19.904410,V2_EXTENSION,Starting forward pitch hold target=-10.0 deg duration=10.0 s,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1360,1500,1500,1500,1360,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.355+03:00,19.940486,V2_EXTENSION,Starting forward pitch hold target=-10.0 deg duration=10.0 s,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1360,1500,1500,1500,1360,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.406+03:00,19.991754,V2_EXTENSION,Starting forward pitch hold target=-10.0 deg duration=10.0 s,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1360,1500,1500,1500,1360,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.417+03:00,20.002136,V2_EXTENSION,Starting forward pitch hold target=-10.0 deg duration=10.0 s,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1360,1500,1500,1500,1360,1660,1500,0.0,-10.0,-10.0
2026-08-06T16:58:30.458+03:00,20.043189,V2_EXTENSION,Starting forward pitch hold target=-10.0 deg duration=10.0 s,7,1,10.0,10.0,0.0,0.0,0.0,356.9999996891463,1500,1360,1500,1500,1500,1360,1660,1500,0.0,-10.0,-10.0
